loggernet_variable,cr1000_name,design_scale_type,design_link,var_norm_split,research_name,logger,type,units,definition,table
B_DC(4),b_dc4,treatment,eT3,y,b_dc,c3log,number,NA,computed duty cycle proportion belowground (0-1),
B_DC_prev(1),b_dc_prev1,treatment,T1,y,b_dc_prev,c3log,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),
B_DC_prev(1),b_dc_prev1,treatment,T1,y,b_dc_prev,c4log,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),
B_DC_prev(2),b_dc_prev2,treatment,T2,y,b_dc_prev,c3log,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),
B_DC_prev(2),b_dc_prev2,treatment,T2,y,b_dc_prev,c4log,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),
B_DC_prev(3),b_dc_prev3,treatment,T3,y,b_dc_prev,c3log,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),
B_DC_prev(3),b_dc_prev3,treatment,T3,y,b_dc_prev,c4log,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),
B_DC_prev(4),b_dc_prev4,treatment,eT3,y,b_dc_prev,c3log,number,NA,previously computed (-15 seconds) duty cycle proportion belowground (0-1),
B_Duty_Avg(1),b_duty_avg1,treatment,T1,y,b_duty,c3log,number,NA,computed duty cycle proportion belowground (0-1) control step,
B_Duty_Avg(1),b_duty_avg1,treatment,T1,y,b_duty,c4log,number,NA,computed duty cycle proportion belowground (0-1) control step,
B_Duty_Avg(2),b_duty_avg2,treatment,T2,y,b_duty,c3log,number,NA,computed duty cycle proportion belowground (0-1) control step,
B_Duty_Avg(2),b_duty_avg2,treatment,T2,y,b_duty,c4log,number,NA,computed duty cycle proportion belowground (0-1) control step,
B_Duty_Avg(3),b_duty_avg3,treatment,T3,y,b_duty,c3log,number,NA,computed duty cycle proportion belowground (0-1) control step,
B_Duty_Avg(3),b_duty_avg3,treatment,T3,y,b_duty,c4log,number,NA,computed duty cycle proportion belowground (0-1) control step,
B_Duty_Avg(4),b_duty_avg4,treatment,eT3,y,b_duty,c3log,number,NA,computed duty cycle proportion belowground (0-1) control step,
B_TargetDEV(1),b_targetdev1,treatment,T1,y,b_targetdev,c3log,number,NA,proportional deviation from b_target (b_target-delta/b_target),
B_TargetDEV(1),b_targetdev1,treatment,T1,y,b_targetdev,c4log,number,NA,proportional deviation from b_target (b_target-delta/b_target),
B_TargetDEV(2),b_targetdev2,treatment,T2,y,b_targetdev,c3log,number,NA,proportional deviation from b_target (b_target-delta/b_target),
B_TargetDEV(2),b_targetdev2,treatment,T2,y,b_targetdev,c4log,number,NA,proportional deviation from b_target (b_target-delta/b_target),
B_TargetDEV(3),b_targetdev3,treatment,T3,y,b_targetdev,c3log,number,NA,proportional deviation from b_target (b_target-delta/b_target),
B_TargetDEV(3),b_targetdev3,treatment,T3,y,b_targetdev,c4log,number,NA,proportional deviation from b_target (b_target-delta/b_target),
B_TargetDEV(4),b_targetdev4,treatment,eT3,y,b_targetdev,c3log,number,NA,proportional deviation from b_target (b_target-delta/b_target),
B_TargetDIF(1),b_targetdif1,treatment,T1,y,b_targetdif,c3log,number,degrees Celsius,delta from b_target,
B_TargetDIF(1),b_targetdif1,treatment,T1,y,b_targetdif,c4log,number,degrees Celsius,delta from b_target,
B_TargetDIF(2),b_targetdif2,treatment,T2,y,b_targetdif,c3log,number,degrees Celsius,delta from b_target,
B_TargetDIF(2),b_targetdif2,treatment,T2,y,b_targetdif,c4log,number,degrees Celsius,delta from b_target,
B_TargetDIF(3),b_targetdif3,treatment,T3,y,b_targetdif,c3log,number,degrees Celsius,delta from b_target,
B_TargetDIF(3),b_targetdif3,treatment,T3,y,b_targetdif,c4log,number,degrees Celsius,delta from b_target,
B_TargetDIF(4),b_targetdif4,treatment,eT3,y,b_targetdif,c3log,number,degrees Celsius,delta from b_target,
batt_CHECK,batt_check,site,logger,n,batt_check,c3log,character,NA,message if battery is below 12v,
batt_CHECK,batt_check,site,logger,n,batt_check,c4log,character,NA,message if battery is below 12v,
BTarget(1),btarget1,treatment,T1,y,btarget,c3log,number,degrees Celsius,warming target set point (delta in Celsius),
BTarget(1),btarget1,treatment,T1,y,btarget,c4log,number,degrees Celsius,warming target set point (delta in Celsius),
BTarget(2),btarget2,treatment,T2,y,btarget,c3log,number,degrees Celsius,warming target set point (delta in Celsius),
BTarget(2),btarget2,treatment,T2,y,btarget,c4log,number,degrees Celsius,warming target set point (delta in Celsius),
BTarget(3),btarget3,treatment,T3,y,btarget,c3log,number,degrees Celsius,warming target set point (delta in Celsius),
BTarget(3),btarget3,treatment,T3,y,btarget,c4log,number,degrees Celsius,warming target set point (delta in Celsius),
BTarget(4),btarget4,treatment,eT3,y,btarget,c3log,number,degrees Celsius,warming target set point (delta in Celsius),
Btemp_T_Avg(1),btemp_t_avg1,plot,310,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(1),btemp_t_avg1,plot,440,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(10),btemp_t_avg10,plot,313,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(10),btemp_t_avg10,plot,443,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(11),btemp_t_avg11,plot,323,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(11),btemp_t_avg11,plot,453,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(12),btemp_t_avg12,plot,333,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(12),btemp_t_avg12,plot,463,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(13),btemp_t_avg13,plot,610,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(14),btemp_t_avg14,plot,620,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(15),btemp_t_avg15,plot,630,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(16),btemp_t_avg16,plot,613,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(17),btemp_t_avg17,plot,623,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(18),btemp_t_avg18,plot,633,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(19),btemp_t_avg19,plot,310,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(19),btemp_t_avg19,plot,440,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(2),btemp_t_avg2,plot,320,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(2),btemp_t_avg2,plot,450,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(20),btemp_t_avg20,plot,320,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(20),btemp_t_avg20,plot,450,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(21),btemp_t_avg21,plot,330,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(21),btemp_t_avg21,plot,460,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(22),btemp_t_avg22,plot,311,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(22),btemp_t_avg22,plot,441,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(23),btemp_t_avg23,plot,321,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(23),btemp_t_avg23,plot,451,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(24),btemp_t_avg24,plot,331,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(24),btemp_t_avg24,plot,461,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(25),btemp_t_avg25,plot,312,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(25),btemp_t_avg25,plot,442,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(26),btemp_t_avg26,plot,322,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(26),btemp_t_avg26,plot,452,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(27),btemp_t_avg27,plot,332,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(27),btemp_t_avg27,plot,462,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(28),btemp_t_avg28,plot,313,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(28),btemp_t_avg28,plot,443,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(29),btemp_t_avg29,plot,323,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(29),btemp_t_avg29,plot,453,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(3),btemp_t_avg3,plot,330,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(3),btemp_t_avg3,plot,460,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(30),btemp_t_avg30,plot,333,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(30),btemp_t_avg30,plot,463,y,lagtemp_avg,c4log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(31),btemp_t_avg31,plot,610,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(32),btemp_t_avg32,plot,620,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(33),btemp_t_avg33,plot,630,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(34),btemp_t_avg34,plot,613,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(35),btemp_t_avg35,plot,623,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(36),btemp_t_avg36,plot,633,y,lagtemp_avg,c3log,number,degrees Celsius,variable of record for belowground lag position temperature in plots (celsius),
Btemp_T_Avg(4),btemp_t_avg4,plot,311,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(4),btemp_t_avg4,plot,441,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(5),btemp_t_avg5,plot,321,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(5),btemp_t_avg5,plot,451,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(6),btemp_t_avg6,plot,331,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(6),btemp_t_avg6,plot,461,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(7),btemp_t_avg7,plot,312,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(7),btemp_t_avg7,plot,442,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(8),btemp_t_avg8,plot,322,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(8),btemp_t_avg8,plot,452,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(9),btemp_t_avg9,plot,332,y,pintemp_avg,c3log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
Btemp_T_Avg(9),btemp_t_avg9,plot,462,y,pintemp_avg,c4log,number,degrees Celsius,variable of record for belowground pin position temperature in plots (celsius),
DEV_A(1),dev_a1,treatment,T1,y,dev_a,c3log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A(1),dev_a1,treatment,T1,y,dev_a,c4log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A(2),dev_a2,treatment,T2,y,dev_a,c3log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A(2),dev_a2,treatment,T2,y,dev_a,c4log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A(3),dev_a3,treatment,T3,y,dev_a,c3log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A(3),dev_a3,treatment,T3,y,dev_a,c4log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A(4),dev_a4,treatment,eT3,y,dev_a,c3log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A_Avg(1),dev_a_avg1,treatment,T1,y,dev_a_avg,c3log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A_Avg(1),dev_a_avg1,treatment,T1,y,dev_a_avg,c4log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A_Avg(2),dev_a_avg2,treatment,T2,y,dev_a_avg,c3log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A_Avg(2),dev_a_avg2,treatment,T2,y,dev_a_avg,c4log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A_Avg(3),dev_a_avg3,treatment,T3,y,dev_a_avg,c3log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A_Avg(3),dev_a_avg3,treatment,T3,y,dev_a_avg,c4log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A_Avg(4),dev_a_avg4,treatment,eT3,y,dev_a_avg,c3log,number,NA,proportional deviation from a_target (a_target-delta/a_target),
DEV_A_Error(1),dev_a_error1,treatment,T1,y,dev_a_error,c3log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 2 minutes,
DEV_A_Error(1),dev_a_error1,treatment,T1,y,dev_a_error,c4log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 2 minutes,
DEV_A_Error(2),dev_a_error2,treatment,T2,y,dev_a_error,c3log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 2 minutes,
DEV_A_Error(2),dev_a_error2,treatment,T2,y,dev_a_error,c4log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 2 minutes,
DEV_A_Error(3),dev_a_error3,treatment,T3,y,dev_a_error,c3log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 2 minutes,
DEV_A_Error(3),dev_a_error3,treatment,T3,y,dev_a_error,c4log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 2 minutes,
DEV_A_Error(4),dev_a_error4,treatment,eT3,y,dev_a_error,c3log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 2 minutes,
Dev_A_Proj1(1),dev_a_proj11,treatment,T1,y,dev_a_proj1,c3log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 1 minute,
Dev_A_Proj1(1),dev_a_proj11,treatment,T1,y,dev_a_proj1,c4log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 1 minute,
Dev_A_Proj1(2),dev_a_proj12,treatment,T2,y,dev_a_proj1,c3log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 1 minute,
Dev_A_Proj1(2),dev_a_proj12,treatment,T2,y,dev_a_proj1,c4log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 1 minute,
Dev_A_Proj1(3),dev_a_proj13,treatment,T3,y,dev_a_proj1,c3log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 1 minute,
Dev_A_Proj1(3),dev_a_proj13,treatment,T3,y,dev_a_proj1,c4log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 1 minute,
Dev_A_Proj1(4),dev_a_proj14,treatment,eT3,y,dev_a_proj1,c3log,number,NA,DIF_A_PRE5(k) - DIF_A(k) =  error in difference over 1 minute,
Dev_A_Proj2(1),dev_a_proj21,treatment,T1,y,dev_a_proj2,c3log,number,degrees Celsius,90 second projection of deviance based on difproj2,
Dev_A_Proj2(1),dev_a_proj21,treatment,T1,y,dev_a_proj2,c4log,number,degrees Celsius,90 second projection of deviance based on difproj2,
Dev_A_Proj2(2),dev_a_proj22,treatment,T2,y,dev_a_proj2,c3log,number,degrees Celsius,90 second projection of deviance based on difproj2,
Dev_A_Proj2(2),dev_a_proj22,treatment,T2,y,dev_a_proj2,c4log,number,degrees Celsius,90 second projection of deviance based on difproj2,
Dev_A_Proj2(3),dev_a_proj23,treatment,T3,y,dev_a_proj2,c3log,number,degrees Celsius,90 second projection of deviance based on difproj2,
Dev_A_Proj2(3),dev_a_proj23,treatment,T3,y,dev_a_proj2,c4log,number,degrees Celsius,90 second projection of deviance based on difproj2,
Dev_A_Proj2(4),dev_a_proj24,treatment,eT3,y,dev_a_proj2,c3log,number,degrees Celsius,90 second projection of deviance based on difproj2,
DIF_A(1),dif_a1,treatment,T1,y,dif_a,c3log,number,degrees Celsius,delta from a_target,
DIF_A(1),dif_a1,treatment,T1,y,dif_a,c4log,number,degrees Celsius,delta from a_target,
DIF_A(2),dif_a2,treatment,T2,y,dif_a,c3log,number,degrees Celsius,delta from a_target,
DIF_A(2),dif_a2,treatment,T2,y,dif_a,c4log,number,degrees Celsius,delta from a_target,
DIF_A(3),dif_a3,treatment,T3,y,dif_a,c3log,number,degrees Celsius,delta from a_target,
DIF_A(3),dif_a3,treatment,T3,y,dif_a,c4log,number,degrees Celsius,delta from a_target,
DIF_A(4),dif_a4,treatment,eT3,y,dif_a,c3log,number,degrees Celsius,delta from a_target,
DIF_A_Avg(1),dif_a_avg1,treatment,T1,y,dif_a_avg,c3log,number,degrees Celsius,delta from a_target,
DIF_A_Avg(1),dif_a_avg1,treatment,T1,y,dif_a_avg,c4log,number,degrees Celsius,delta from a_target,
DIF_A_Avg(2),dif_a_avg2,treatment,T2,y,dif_a_avg,c3log,number,degrees Celsius,delta from a_target,
DIF_A_Avg(2),dif_a_avg2,treatment,T2,y,dif_a_avg,c4log,number,degrees Celsius,delta from a_target,
DIF_A_Avg(3),dif_a_avg3,treatment,T3,y,dif_a_avg,c3log,number,degrees Celsius,delta from a_target,
DIF_A_Avg(3),dif_a_avg3,treatment,T3,y,dif_a_avg,c4log,number,degrees Celsius,delta from a_target,
DIF_A_Avg(4),dif_a_avg4,treatment,eT3,y,dif_a_avg,c3log,number,degrees Celsius,delta from a_target,
Dif_A_Proj1(1),dif_a_proj11,treatment,T1,y,dif_a_proj1,c3log,number,degrees Celsius,projected delta ,
Dif_A_Proj1(1),dif_a_proj11,treatment,T1,y,dif_a_proj,c4log,number,degrees Celsius,projected delta ,
Dif_A_Proj1(2),dif_a_proj12,treatment,T2,y,dif_a_proj1,c3log,number,degrees Celsius,projected delta ,
Dif_A_Proj1(2),dif_a_proj12,treatment,T2,y,dif_a_proj,c4log,number,degrees Celsius,projected delta ,
Dif_A_Proj1(3),dif_a_proj13,treatment,T3,y,dif_a_proj1,c3log,number,degrees Celsius,projected delta ,
Dif_A_Proj1(3),dif_a_proj13,treatment,T3,y,dif_a_proj,c4log,number,degrees Celsius,projected delta ,
Dif_A_Proj1(4),dif_a_proj14,treatment,eT3,y,dif_a_proj1,c3log,number,degrees Celsius,projected delta ,
Dif_A_Proj2(1),dif_a_proj21,treatment,T1,y,dif_a_proj2,c3log,number,degrees Celsius,projected delta ,
Dif_A_Proj2(1),dif_a_proj21,treatment,T1,y,dif_a_proj,c4log,number,degrees Celsius,projected delta ,
Dif_A_Proj2(2),dif_a_proj22,treatment,T2,y,dif_a_proj2,c3log,number,degrees Celsius,projected delta ,
Dif_A_Proj2(2),dif_a_proj22,treatment,T2,y,dif_a_proj,c4log,number,degrees Celsius,projected delta ,
Dif_A_Proj2(3),dif_a_proj23,treatment,T3,y,dif_a_proj2,c3log,number,degrees Celsius,projected delta ,
Dif_A_Proj2(3),dif_a_proj23,treatment,T3,y,dif_a_proj,c4log,number,degrees Celsius,projected delta ,
Dif_A_Proj2(4),dif_a_proj24,treatment,eT3,y,dif_a_proj2,c3log,number,degrees Celsius,projected delta ,
DIF_B(1),dif_b1,treatment,T1,y,dif_b,c3log,number,degrees Celsius,delta from b_target,
DIF_B(1),dif_b1,treatment,T1,y,dif_b,c4log,number,degrees Celsius,delta from b_target,
DIF_B(2),dif_b2,treatment,T2,y,dif_b,c3log,number,degrees Celsius,delta from b_target,
DIF_B(2),dif_b2,treatment,T2,y,dif_b,c4log,number,degrees Celsius,delta from b_target,
DIF_B(3),dif_b3,treatment,T3,y,dif_b,c3log,number,degrees Celsius,delta from b_target,
DIF_B(3),dif_b3,treatment,T3,y,dif_b,c4log,number,degrees Celsius,delta from b_target,
DIF_B(4),dif_b4,treatment,eT3,y,dif_b,c3log,number,degrees Celsius,delta from b_target,
DIF_B_Avg(1),dif_b_avg1,treatment,T1,y,dif_b_avg,c3log,number,degrees Celsius,delta from b_target,
DIF_B_Avg(1),dif_b_avg1,treatment,T1,y,dif_b_avg,c4log,number,degrees Celsius,delta from b_target,
DIF_B_Avg(2),dif_b_avg2,treatment,T2,y,dif_b_avg,c3log,number,degrees Celsius,delta from b_target,
DIF_B_Avg(2),dif_b_avg2,treatment,T2,y,dif_b_avg,c4log,number,degrees Celsius,delta from b_target,
DIF_B_Avg(3),dif_b_avg3,treatment,T3,y,dif_b_avg,c3log,number,degrees Celsius,delta from b_target,
DIF_B_Avg(3),dif_b_avg3,treatment,T3,y,dif_b_avg,c4log,number,degrees Celsius,delta from b_target,
DIF_B_Avg(4),dif_b_avg4,treatment,eT3,y,dif_b_avg,c3log,number,degrees Celsius,delta from b_target,
DIF_P(1),dif_p1,treatment,T1,y,dif_p,c3log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P(1),dif_p1,treatment,T1,y,dif_p,c4log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P(2),dif_p2,treatment,T2,y,dif_p,c3log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P(2),dif_p2,treatment,T2,y,dif_p,c4log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P(3),dif_p3,treatment,T3,y,dif_p,c3log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P(3),dif_p3,treatment,T3,y,dif_p,c4log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P(4),dif_p4,treatment,eT3,y,dif_p,c3log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P_Avg(1),dif_p_avg1,treatment,T1,y,dif_p_avg,c3log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P_Avg(1),dif_p_avg1,treatment,T1,y,dif_p_avg,c4log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P_Avg(2),dif_p_avg2,treatment,T2,y,dif_p_avg,c3log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P_Avg(2),dif_p_avg2,treatment,T2,y,dif_p_avg,c4log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P_Avg(3),dif_p_avg3,treatment,T3,y,dif_p_avg,c3log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P_Avg(3),dif_p_avg3,treatment,T3,y,dif_p_avg,c4log,number,degrees Celsius,delta of difference between lag and pin,
DIF_P_Avg(4),dif_p_avg4,treatment,eT3,y,dif_p_avg,c3log,number,degrees Celsius,delta of difference between lag and pin,
Dtemp_T_Avg(1),dtemp_t_avg1,plot,310,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(10),dtemp_t_avg10,plot,313,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(11),dtemp_t_avg11,plot,323,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(12),dtemp_t_avg12,plot,333,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(13),dtemp_t_avg13,plot,610,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(14),dtemp_t_avg14,plot,620,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(15),dtemp_t_avg15,plot,630,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(16),dtemp_t_avg16,plot,613,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(17),dtemp_t_avg17,plot,623,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(18),dtemp_t_avg18,plot,633,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(2),dtemp_t_avg2,plot,320,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(3),dtemp_t_avg3,plot,330,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(4),dtemp_t_avg4,plot,311,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(5),dtemp_t_avg5,plot,321,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
Dtemp_T_Avg(6),dtemp_t_avg6,plot,331,y,deeptemp_avg,c3log,number,degrees Celsius,variable of record for belowground deep position temperature in plots (celsius),
