site,logger,rowid,time2,timestamp,actual_conductivity,depth,pressure,record,resistivity,salinity,specific_conductivity,tds,temperature,water_density
c3,c3log,gcrew_2020-08-01 01:45:00_c3log,2020-08-01 01:45:00,2020-08-01 01:45:00,16382.75,44.99928,0.64772,39124,61.0398,10.07447,16908.34,10.99042,23.37254,1.00504
c3,c3log,gcrew_2020-08-01 02:00:00_c3log,2020-08-01 02:00:00,2020-08-01 02:00:00,16383.5,44.98133,0.647462,39125,61.03702,10.07497,16909.11,10.99092,23.37254,1.00504
c3,c3log,gcrew_2020-08-01 02:15:00_c3log,2020-08-01 02:15:00,2020-08-01 02:15:00,16382.81,44.97583,0.647383,39126,61.03959,10.07453,16908.43,10.99048,23.37245,1.00504
c3,c3log,gcrew_2020-08-01 02:30:00_c3log,2020-08-01 02:30:00,2020-08-01 02:30:00,16386.03,44.94866,0.646992,39127,61.0276,10.07673,16911.84,10.99269,23.37219,1.005042
c3,c3log,gcrew_2020-08-01 02:45:00_c3log,2020-08-01 02:45:00,2020-08-01 02:45:00,16384.41,44.92044,0.646585,39128,61.03363,10.07548,16909.91,10.99144,23.37298,1.005041
c3,c3log,gcrew_2020-08-01 03:00:00_c3log,2020-08-01 03:00:00,2020-08-01 03:00:00,16381.64,44.92978,0.64672,39129,61.04394,10.07363,16907.05,10.98958,23.37298,1.005039
c3,c3log,gcrew_2020-08-01 03:15:00_c3log,2020-08-01 03:15:00,2020-08-01 03:15:00,16378.86,45.38634,0.653292,39130,61.05433,10.07181,16904.23,10.98775,23.3728,1.005038
c3,c3log,gcrew_2020-08-01 03:30:00_c3log,2020-08-01 03:30:00,2020-08-01 03:30:00,16384.13,46.08493,0.663347,39131,61.03466,10.07535,16909.71,10.99131,23.37272,1.005041
c3,c3log,gcrew_2020-08-01 03:45:00_c3log,2020-08-01 03:45:00,2020-08-01 03:45:00,16381.96,46.33644,0.666967,39132,61.04274,10.07396,16907.56,10.98991,23.37245,1.00504
c3,c3log,gcrew_2020-08-01 04:00:00_c3log,2020-08-01 04:00:00,2020-08-01 04:00:00,16379,46.4343,0.668376,39133,61.05378,10.07183,16904.26,10.98777,23.37316,1.005038
c3,c3log,gcrew_2020-08-01 04:15:00_c3log,2020-08-01 04:15:00,2020-08-01 04:15:00,16375.92,46.49942,0.669313,39134,61.06526,10.06978,16901.08,10.9857,23.37316,1.005036
c3,c3log,gcrew_2020-08-01 04:30:00_c3log,2020-08-01 04:30:00,2020-08-01 04:30:00,16379.14,46.7504,0.672926,39135,61.05326,10.07194,16904.44,10.98788,23.37307,1.005038
c3,c3log,gcrew_2020-08-01 04:45:00_c3log,2020-08-01 04:45:00,2020-08-01 04:45:00,16377.34,47.11838,0.678223,39136,61.05998,10.07067,16902.46,10.9866,23.37342,1.005037
c3,c3log,gcrew_2020-08-01 05:00:00_c3log,2020-08-01 05:00:00,2020-08-01 05:00:00,16373.87,47.56514,0.684653,39137,61.07292,10.06839,16898.94,10.98431,23.37325,1.005035
c3,c3log,gcrew_2020-08-01 05:15:00_c3log,2020-08-01 05:15:00,2020-08-01 05:15:00,16377.53,47.91522,0.689693,39138,61.05926,10.07087,16902.78,10.9868,23.37307,1.005037
c3,c3log,gcrew_2020-08-01 05:30:00_c3log,2020-08-01 05:30:00,2020-08-01 05:30:00,16374.5,48.21709,0.694037,39139,61.07058,10.06894,16899.79,10.98486,23.37263,1.005036
c3,c3log,gcrew_2020-08-01 05:45:00_c3log,2020-08-01 05:45:00,2020-08-01 05:45:00,16379.63,48.37106,0.696254,39140,61.05144,10.07227,16904.94,10.98821,23.37307,1.005038
c3,c3log,gcrew_2020-08-01 06:00:00_c3log,2020-08-01 06:00:00,2020-08-01 06:00:00,16377.44,48.55326,0.698876,39141,61.0596,10.0709,16902.83,10.98684,23.37263,1.005037
c3,c3log,gcrew_2020-08-01 06:15:00_c3log,2020-08-01 06:15:00,2020-08-01 06:15:00,16377.73,48.67848,0.700679,39142,61.05854,10.07104,16903.04,10.98697,23.3729,1.005037
c3,c3log,gcrew_2020-08-01 06:30:00_c3log,2020-08-01 06:30:00,2020-08-01 06:30:00,16380.73,48.6971,0.700947,39143,61.04734,10.07299,16906.05,10.98893,23.37316,1.005039
c3,c3log,gcrew_2020-08-01 06:45:00_c3log,2020-08-01 06:45:00,2020-08-01 06:45:00,16374.94,48.62714,0.69994,39144,61.06892,10.06918,16900.16,10.9851,23.3729,1.005036
c3,c3log,gcrew_2020-08-01 07:00:00_c3log,2020-08-01 07:00:00,2020-08-01 07:00:00,16372.7,48.55326,0.698876,39145,61.07728,10.06778,16898,10.9837,23.37245,1.005035
c3,c3log,gcrew_2020-08-01 07:15:00_c3log,2020-08-01 07:15:00,2020-08-01 07:15:00,16374.7,48.48257,0.697859,39146,61.06982,10.06909,16900.03,10.98502,23.37254,1.005036
c3,c3log,gcrew_2020-08-01 07:30:00_c3log,2020-08-01 07:30:00,2020-08-01 07:30:00,16372.43,48.31031,0.695379,39147,61.07827,10.06767,16897.84,10.98359,23.3721,1.005035
c3,c3log,gcrew_2020-08-01 07:45:00_c3log,2020-08-01 07:45:00,2020-08-01 07:45:00,16372.82,48.26949,0.694792,39148,61.07684,10.068,16898.35,10.98393,23.37175,1.005035
c3,c3log,gcrew_2020-08-01 08:00:00_c3log,2020-08-01 08:00:00,2020-08-01 08:00:00,16375.88,48.15209,0.693102,39149,61.0654,10.06998,16901.4,10.98591,23.3721,1.005037
c3,c3log,gcrew_2020-08-01 08:15:00_c3log,2020-08-01 08:15:00,2020-08-01 08:15:00,16368.98,48.04522,0.691564,39150,61.09117,10.06544,16894.39,10.98135,23.37175,1.005033
c3,c3log,gcrew_2020-08-01 08:30:00_c3log,2020-08-01 08:30:00,2020-08-01 08:30:00,16374.08,48.02223,0.691233,39151,61.07213,10.06888,16899.71,10.98481,23.37158,1.005036
c3,c3log,gcrew_2020-08-01 08:45:00_c3log,2020-08-01 08:45:00,2020-08-01 08:45:00,16379.25,47.89144,0.68935,39152,61.05284,10.07239,16905.14,10.98834,23.37131,1.005039
c3,c3log,gcrew_2020-08-01 09:00:00_c3log,2020-08-01 09:00:00,2020-08-01 09:00:00,16364.01,47.8124,0.688212,39153,61.10972,10.06232,16889.58,10.97822,23.37079,1.005031
c3,c3log,gcrew_2020-08-01 09:15:00_c3log,2020-08-01 09:15:00,2020-08-01 09:15:00,16375.98,47.7474,0.687277,39154,61.06503,10.07036,16902,10.9863,23.37061,1.005037
c3,c3log,gcrew_2020-08-01 09:30:00_c3log,2020-08-01 09:30:00,2020-08-01 09:30:00,16366.74,47.63948,0.685723,39155,61.09953,10.06409,16892.31,10.98,23.37106,1.005033
c3,c3log,gcrew_2020-08-01 09:45:00_c3log,2020-08-01 09:45:00,2020-08-01 09:45:00,16375.33,47.59369,0.685064,39156,61.06748,10.06997,16901.41,10.98592,23.37034,1.005037
c3,c3log,gcrew_2020-08-01 10:00:00_c3log,2020-08-01 10:00:00,2020-08-01 10:00:00,16375.89,47.5232,0.68405,39157,61.06539,10.07039,16902.05,10.98633,23.37016,1.005038
c3,c3log,gcrew_2020-08-01 10:15:00_c3log,2020-08-01 10:15:00,2020-08-01 10:15:00,16368.95,47.43925,0.682841,39158,61.09128,10.06584,16895.03,10.98177,23.36974,1.005034
c3,c3log,gcrew_2020-08-01 10:30:00_c3log,2020-08-01 10:30:00,2020-08-01 10:30:00,16369.28,47.31853,0.681104,39159,61.09006,10.06617,16895.54,10.9821,23.3692,1.005035
c3,c3log,gcrew_2020-08-01 10:45:00_c3log,2020-08-01 10:45:00,2020-08-01 10:45:00,16370.42,47.13686,0.678489,39160,61.08579,10.06697,16896.79,10.98291,23.36902,1.005035
c3,c3log,gcrew_2020-08-01 11:00:00_c3log,2020-08-01 11:00:00,2020-08-01 11:00:00,16368.3,47.19265,0.679292,39161,61.0937,10.0656,16894.65,10.98152,23.36885,1.005034
c3,c3log,gcrew_2020-08-01 11:15:00_c3log,2020-08-01 11:15:00,2020-08-01 11:15:00,16370.08,47.12805,0.678362,39162,61.08705,10.06701,16896.84,10.98295,23.36779,1.005036
c3,c3log,gcrew_2020-08-01 11:30:00_c3log,2020-08-01 11:30:00,2020-08-01 11:30:00,16369.5,47.07266,0.677565,39163,61.08921,10.06667,16896.33,10.98262,23.36753,1.005035
c3,c3log,gcrew_2020-08-01 11:45:00_c3log,2020-08-01 11:45:00,2020-08-01 11:45:00,16371.83,47.00137,0.676538,39164,61.08053,10.06832,16898.88,10.98427,23.3671,1.005037
c3,c3log,gcrew_2020-08-01 12:00:00_c3log,2020-08-01 12:00:00,2020-08-01 12:00:00,16372.99,46.89086,0.674948,39165,61.07622,10.06915,16900.16,10.9851,23.36683,1.005038
c3,c3log,gcrew_2020-08-01 12:15:00_c3log,2020-08-01 12:15:00,2020-08-01 12:15:00,16372.87,46.89457,0.675001,39166,61.07666,10.0692,16900.25,10.98516,23.36621,1.005038
c3,c3log,gcrew_2020-08-01 12:30:00_c3log,2020-08-01 12:30:00,2020-08-01 12:30:00,16372.74,46.77803,0.673324,39167,61.07712,10.06921,16900.26,10.98517,23.36578,1.005038
c3,c3log,gcrew_2020-08-01 12:45:00_c3log,2020-08-01 12:45:00,2020-08-01 12:45:00,16366.76,46.70879,0.672327,39168,61.09943,10.0654,16894.39,10.98135,23.36489,1.005035
c3,c3log,gcrew_2020-08-01 13:00:00_c3log,2020-08-01 13:00:00,2020-08-01 13:00:00,16368.11,46.65281,0.671521,39169,61.09442,10.06639,16895.92,10.98235,23.36446,1.005036
c3,c3log,gcrew_2020-08-01 13:15:00_c3log,2020-08-01 13:15:00,2020-08-01 13:15:00,16373.37,46.62034,0.671054,39170,61.07479,10.06988,16901.32,10.98585,23.36455,1.005039
c3,c3log,gcrew_2020-08-01 13:30:00_c3log,2020-08-01 13:30:00,2020-08-01 13:30:00,16372.08,46.53646,0.669847,39171,61.07961,10.06924,16900.34,10.98522,23.36348,1.005038
c3,c3log,gcrew_2020-08-01 13:45:00_c3log,2020-08-01 13:45:00,2020-08-01 13:45:00,16372.71,46.4665,0.668839,39172,61.07725,10.06974,16901.11,10.98572,23.36314,1.005039
c3,c3log,gcrew_2020-08-01 14:00:00_c3log,2020-08-01 14:00:00,2020-08-01 14:00:00,16371.89,46.41515,0.6681,39173,61.0803,10.06932,16900.47,10.9853,23.36253,1.005039
c3,c3log,gcrew_2020-08-01 14:15:00_c3log,2020-08-01 14:15:00,2020-08-01 14:15:00,16372.38,46.38169,0.667619,39174,61.07847,10.06965,16900.97,10.98563,23.36253,1.005039
c3,c3log,gcrew_2020-08-01 14:30:00_c3log,2020-08-01 14:30:00,2020-08-01 14:30:00,16371.13,46.31311,0.666632,39175,61.08314,10.06872,16899.54,10.9847,23.36296,1.005038
c3,c3log,gcrew_2020-08-01 14:45:00_c3log,2020-08-01 14:45:00,2020-08-01 14:45:00,16370.76,46.31311,0.666632,39176,61.08452,10.06835,16898.95,10.98432,23.36357,1.005038
c3,c3log,gcrew_2020-08-01 15:00:00_c3log,2020-08-01 15:00:00,2020-08-01 15:00:00,16367.91,46.29417,0.666359,39177,61.09515,10.06615,16895.54,10.9821,23.36498,1.005036
c3,c3log,gcrew_2020-08-01 15:15:00_c3log,2020-08-01 15:15:00,2020-08-01 15:15:00,16369.9,46.17769,0.664682,39178,61.08774,10.06738,16897.44,10.98334,23.36543,1.005037
c3,c3log,gcrew_2020-08-01 15:30:00_c3log,2020-08-01 15:30:00,2020-08-01 15:30:00,16361.25,46.18756,0.664824,39179,61.12003,10.06141,16888.2,10.97733,23.36639,1.005032
c3,c3log,gcrew_2020-08-01 15:45:00_c3log,2020-08-01 15:45:00,2020-08-01 15:45:00,16351.73,46.17279,0.664612,39180,61.15562,10.05483,16878.02,10.97071,23.36744,1.005027
c3,c3log,gcrew_2020-08-01 16:00:00_c3log,2020-08-01 16:00:00,2020-08-01 16:00:00,16374.25,46.15,0.664284,39181,61.07151,10.06995,16901.41,10.98591,23.36701,1.005038
c3,c3log,gcrew_2020-08-01 16:15:00_c3log,2020-08-01 16:15:00,2020-08-01 16:15:00,16362.62,46.19651,0.664953,39182,61.11489,10.06208,16889.23,10.978,23.36753,1.005032
c3,c3log,gcrew_2020-08-01 16:30:00_c3log,2020-08-01 16:30:00,2020-08-01 16:30:00,16367.53,46.20645,0.665096,39183,61.09656,10.06531,16894.21,10.98124,23.36779,1.005034
c3,c3log,gcrew_2020-08-01 16:45:00_c3log,2020-08-01 16:45:00,2020-08-01 16:45:00,16365.03,46.15914,0.664415,39184,61.1059,10.06376,16891.83,10.97969,23.36719,1.005033
c3,c3log,gcrew_2020-08-01 17:00:00_c3log,2020-08-01 17:00:00,2020-08-01 17:00:00,16369.92,46.117,0.663809,39185,61.08765,10.0672,16897.15,10.98314,23.36639,1.005036
c3,c3log,gcrew_2020-08-01 17:15:00_c3log,2020-08-01 17:15:00,2020-08-01 17:15:00,16372.21,46.13549,0.664075,39186,61.0791,10.06893,16899.83,10.98489,23.36543,1.005038
c3,c3log,gcrew_2020-08-01 17:30:00_c3log,2020-08-01 17:30:00,2020-08-01 17:30:00,16370.89,46.14516,0.664214,39187,61.08403,10.06823,16898.76,10.98419,23.36455,1.005037
c3,c3log,gcrew_2020-08-01 17:45:00_c3log,2020-08-01 17:45:00,2020-08-01 17:45:00,16372.98,46.08898,0.663405,39188,61.07623,10.06977,16901.16,10.98575,23.36384,1.005039
c3,c3log,gcrew_2020-08-01 18:00:00_c3log,2020-08-01 18:00:00,2020-08-01 18:00:00,16368.99,46.07009,0.663134,39189,61.09114,10.06742,16897.53,10.98339,23.36234,1.005037
c3,c3log,gcrew_2020-08-01 18:15:00_c3log,2020-08-01 18:15:00,2020-08-01 18:15:00,16373.36,46.00125,0.662143,39190,61.07482,10.07053,16902.34,10.98652,23.36147,1.00504
c3,c3log,gcrew_2020-08-01 18:30:00_c3log,2020-08-01 18:30:00,2020-08-01 18:30:00,16371.47,46.00125,0.662143,39191,61.08189,10.06948,16900.74,10.98548,23.36041,1.005039
c3,c3log,gcrew_2020-08-01 18:45:00_c3log,2020-08-01 18:45:00,2020-08-01 18:45:00,16375.12,45.9725,0.661729,39192,61.06827,10.07259,16905.56,10.98861,23.35724,1.005043
c3,c3log,gcrew_2020-08-01 19:00:00_c3log,2020-08-01 19:00:00,2020-08-01 19:00:00,16366.91,45.94494,0.661332,39193,61.09887,10.06733,16897.44,10.98334,23.35619,1.005039
c3,c3log,gcrew_2020-08-01 19:15:00_c3log,2020-08-01 19:15:00,2020-08-01 19:15:00,16368.16,45.89823,0.66066,39194,61.09423,10.06842,16899.14,10.98444,23.35496,1.00504
c3,c3log,gcrew_2020-08-01 19:30:00_c3log,2020-08-01 19:30:00,2020-08-01 19:30:00,16365.86,45.70728,0.657911,39195,61.10281,10.06716,16897.2,10.98318,23.35364,1.005039
c3,c3log,gcrew_2020-08-01 19:45:00_c3log,2020-08-01 19:45:00,2020-08-01 19:45:00,16366.87,45.8382,0.659796,39196,61.09905,10.06806,16898.59,10.98408,23.35259,1.00504
c3,c3log,gcrew_2020-08-01 20:00:00_c3log,2020-08-01 20:00:00,2020-08-01 20:00:00,16366.95,45.80064,0.659255,39197,61.09874,10.06832,16899,10.98435,23.35162,1.005041
c3,c3log,gcrew_2020-08-01 20:15:00_c3log,2020-08-01 20:15:00,2020-08-01 20:15:00,16368.36,45.76737,0.658776,39198,61.09347,10.0695,16900.84,10.98554,23.35048,1.005042
c3,c3log,gcrew_2020-08-01 20:30:00_c3log,2020-08-01 20:30:00,2020-08-01 20:30:00,16366.26,45.70755,0.657915,39199,61.10132,10.06837,16899.1,10.98442,23.34916,1.005041
c3,c3log,gcrew_2020-08-01 20:45:00_c3log,2020-08-01 20:45:00,2020-08-01 20:45:00,16359.93,45.70311,0.657851,39200,61.12497,10.06442,16893.01,10.98046,23.34783,1.005039
c3,c3log,gcrew_2020-08-01 21:00:00_c3log,2020-08-01 21:00:00,2020-08-01 21:00:00,16360.9,45.64659,0.657038,39201,61.12135,10.06525,16894.3,10.98129,23.34696,1.00504
c3,c3log,gcrew_2020-08-01 21:15:00_c3log,2020-08-01 21:15:00,2020-08-01 21:15:00,16367.63,45.65203,0.657116,39202,61.09619,10.06994,16901.55,10.98601,23.34609,1.005043
c3,c3log,gcrew_2020-08-01 21:30:00_c3log,2020-08-01 21:30:00,2020-08-01 21:30:00,16368.18,45.63778,0.656911,39203,61.09416,10.07052,16902.46,10.9866,23.34503,1.005044
c3,c3log,gcrew_2020-08-01 21:45:00_c3log,2020-08-01 21:45:00,2020-08-01 21:45:00,16362.61,45.60485,0.656437,39204,61.11495,10.06699,16897.01,10.98305,23.34415,1.005042
c3,c3log,gcrew_2020-08-01 22:00:00_c3log,2020-08-01 22:00:00,2020-08-01 22:00:00,16359.67,45.59193,0.656251,39205,61.12593,10.06489,16893.77,10.98095,23.34476,1.00504
c3,c3log,gcrew_2020-08-01 22:15:00_c3log,2020-08-01 22:15:00,2020-08-01 22:15:00,16358.44,45.53469,0.655427,39206,61.13051,10.06456,16893.26,10.98062,23.34248,1.00504
c3,c3log,gcrew_2020-08-01 22:30:00_c3log,2020-08-01 22:30:00,2020-08-01 22:30:00,16366.25,45.52071,0.655226,39207,61.10134,10.06993,16901.57,10.98602,23.34177,1.005045
c3,c3log,gcrew_2020-08-01 22:45:00_c3log,2020-08-01 22:45:00,2020-08-01 22:45:00,16366.64,45.45121,0.654225,39208,61.09989,10.0704,16902.31,10.9865,23.34072,1.005045
c3,c3log,gcrew_2020-08-01 23:00:00_c3log,2020-08-01 23:00:00,2020-08-01 23:00:00,16364.5,45.45121,0.654225,39209,61.10787,10.06914,16900.37,10.98524,23.33993,1.005044
c3,c3log,gcrew_2020-08-01 23:15:00_c3log,2020-08-01 23:15:00,2020-08-01 23:15:00,16369.19,45.45624,0.654298,39210,61.09038,10.07244,16905.47,10.98856,23.33913,1.005047
c3,c3log,gcrew_2020-08-01 23:30:00_c3log,2020-08-01 23:30:00,2020-08-01 23:30:00,16364.79,45.40079,0.6535,39211,61.1068,10.06969,16901.22,10.98579,23.33826,1.005045
c3,c3log,gcrew_2020-08-01 23:45:00_c3log,2020-08-01 23:45:00,2020-08-01 23:45:00,16363.27,45.32989,0.652479,39212,61.11248,10.06894,16900.09,10.98506,23.33695,1.005045
c3,c3log,gcrew_2020-08-02 00:00:00_c3log,2020-08-02 00:00:00,2020-08-02 00:00:00,16366.77,45.33506,0.652554,39213,61.09942,10.07136,16903.82,10.98748,23.33659,1.005047
c3,c3log,gcrew_2020-08-02 00:15:00_c3log,2020-08-02 00:15:00,2020-08-02 00:15:00,16368.17,45.31578,0.652276,39214,61.09419,10.07253,16905.65,10.98867,23.33545,1.005048
c3,c3log,gcrew_2020-08-02 00:30:00_c3log,2020-08-02 00:30:00,2020-08-02 00:30:00,16361.54,45.27351,0.651668,39215,61.11893,10.06822,16898.99,10.98434,23.33492,1.005045
c3,c3log,gcrew_2020-08-02 00:45:00_c3log,2020-08-02 00:45:00,2020-08-02 00:45:00,16360.62,45.22329,0.650945,39216,61.12237,10.06779,16898.33,10.98391,23.33404,1.005045
c3,c3log,gcrew_2020-08-02 01:00:00_c3log,2020-08-02 01:00:00,2020-08-02 01:00:00,16362.54,45.20931,0.650743,39217,61.11519,10.06918,16900.49,10.98532,23.33351,1.005046
c3,c3log,gcrew_2020-08-02 01:15:00_c3log,2020-08-02 01:15:00,2020-08-02 01:15:00,16364.13,45.21408,0.650812,39218,61.10927,10.0703,16902.21,10.98644,23.33325,1.005047
c3,c3log,gcrew_2020-08-02 01:30:00_c3log,2020-08-02 01:30:00,2020-08-02 01:30:00,16362.71,45.15306,0.649934,39219,61.11458,10.06957,16901.09,10.98571,23.33219,1.005047
c3,c3log,gcrew_2020-08-02 01:45:00_c3log,2020-08-02 01:45:00,2020-08-02 01:45:00,16363.04,45.14392,0.649802,39220,61.11333,10.06994,16901.68,10.98609,23.33148,1.005047
c3,c3log,gcrew_2020-08-02 02:00:00_c3log,2020-08-02 02:00:00,2020-08-02 02:00:00,16359.16,45.36733,0.653018,39221,61.12783,10.06748,16897.87,10.98362,23.33087,1.005045
c3,c3log,gcrew_2020-08-02 02:15:00_c3log,2020-08-02 02:15:00,2020-08-02 02:15:00,16361.57,46.94618,0.675744,39222,61.11881,10.0692,16900.54,10.98535,23.33034,1.005047
c3,c3log,gcrew_2020-08-02 02:30:00_c3log,2020-08-02 02:30:00,2020-08-02 02:30:00,16364.18,48.61806,0.699809,39223,61.10906,10.07098,16903.29,10.98714,23.33018,1.005048
c3,c3log,gcrew_2020-08-02 02:45:00_c3log,2020-08-02 02:45:00,2020-08-02 02:45:00,16363.49,50.43934,0.726025,39224,61.11164,10.07069,16902.85,10.98685,23.32938,1.005048
c3,c3log,gcrew_2020-08-02 03:00:00_c3log,2020-08-02 03:00:00,2020-08-02 03:00:00,16362.94,52.98605,0.762682,39225,61.11372,10.07044,16902.47,10.98661,23.32877,1.005048
c3,c3log,gcrew_2020-08-02 03:15:00_c3log,2020-08-02 03:15:00,2020-08-02 03:15:00,16362.52,55.62644,0.800688,39226,61.11528,10.0702,16902.1,10.98637,23.32858,1.005048
c3,c3log,gcrew_2020-08-02 03:30:00_c3log,2020-08-02 03:30:00,2020-08-02 03:30:00,16360.8,57.66338,0.830008,39227,61.12171,10.06913,16900.44,10.98529,23.32823,1.005047
c3,c3log,gcrew_2020-08-02 03:45:00_c3log,2020-08-02 03:45:00,2020-08-02 03:45:00,16358.76,59.87431,0.861832,39228,61.12932,10.06782,16898.42,10.98397,23.32798,1.005046
c3,c3log,gcrew_2020-08-02 04:00:00_c3log,2020-08-02 04:00:00,2020-08-02 04:00:00,16358.4,62.00805,0.892545,39229,61.13069,10.0678,16898.4,10.98396,23.32691,1.005047
c3,c3log,gcrew_2020-08-02 04:15:00_c3log,2020-08-02 04:15:00,2020-08-02 04:15:00,16363.08,63.75446,0.917683,39230,61.11321,10.07096,16903.29,10.98714,23.32674,1.005049
c3,c3log,gcrew_2020-08-02 04:30:00_c3log,2020-08-02 04:30:00,2020-08-02 04:30:00,16355.74,64.98379,0.935378,39231,61.1406,10.0661,16895.77,10.98225,23.32657,1.005046
c3,c3log,gcrew_2020-08-02 04:45:00_c3log,2020-08-02 04:45:00,2020-08-02 04:45:00,16366.67,64.7094,0.931428,39232,61.0998,10.07349,16907.21,10.98968,23.32613,1.005051
c3,c3log,gcrew_2020-08-02 05:00:00_c3log,2020-08-02 05:00:00,2020-08-02 05:00:00,16356.89,63.85695,0.919158,39233,61.13632,10.0671,16897.34,10.98327,23.32543,1.005046
c3,c3log,gcrew_2020-08-02 05:15:00_c3log,2020-08-02 05:15:00,2020-08-02 05:15:00,16359.91,62.92031,0.905676,39234,61.12504,10.0691,16900.43,10.98528,23.32552,1.005048
c3,c3log,gcrew_2020-08-02 05:30:00_c3log,2020-08-02 05:30:00,2020-08-02 05:30:00,16358.44,61.86302,0.890457,39235,61.13053,10.06818,16899,10.98435,23.32525,1.005047
c3,c3log,gcrew_2020-08-02 05:45:00_c3log,2020-08-02 05:45:00,2020-08-02 05:45:00,16361.78,60.80174,0.875181,39236,61.11803,10.07049,16902.57,10.98667,23.3249,1.005049
c3,c3log,gcrew_2020-08-02 06:00:00_c3log,2020-08-02 06:00:00,2020-08-02 06:00:00,16361.75,59.84237,0.861372,39237,61.11816,10.07043,16902.48,10.98661,23.32507,1.005049
c3,c3log,gcrew_2020-08-02 06:15:00_c3log,2020-08-02 06:15:00,2020-08-02 06:15:00,16354.69,58.86346,0.847281,39238,61.14452,10.06564,16895.07,10.9818,23.32543,1.005045
c3,c3log,gcrew_2020-08-02 06:30:00_c3log,2020-08-02 06:30:00,2020-08-02 06:30:00,16358.63,58.06343,0.835766,39239,61.12982,10.0684,16899.34,10.98457,23.32481,1.005048
c3,c3log,gcrew_2020-08-02 06:45:00_c3log,2020-08-02 06:45:00,2020-08-02 06:45:00,16358.94,57.22868,0.823751,39240,61.12867,10.0686,16899.66,10.98478,23.32481,1.005048
c3,c3log,gcrew_2020-08-02 07:00:00_c3log,2020-08-02 07:00:00,2020-08-02 07:00:00,16362.91,56.46105,0.812701,39241,61.11381,10.07135,16903.91,10.98754,23.32437,1.00505
c3,c3log,gcrew_2020-08-02 07:15:00_c3log,2020-08-02 07:15:00,2020-08-02 07:15:00,16358.83,55.7247,0.802102,39242,61.12906,10.06855,16899.58,10.98473,23.32472,1.005048
c3,c3log,gcrew_2020-08-02 07:30:00_c3log,2020-08-02 07:30:00,2020-08-02 07:30:00,16360.5,55.03558,0.792183,39243,61.12281,10.06978,16901.49,10.98597,23.3242,1.005049
c3,c3log,gcrew_2020-08-02 07:45:00_c3log,2020-08-02 07:45:00,2020-08-02 07:45:00,16356.78,54.37475,0.782671,39244,61.13674,10.06736,16897.75,10.98354,23.32384,1.005047
c3,c3log,gcrew_2020-08-02 08:00:00_c3log,2020-08-02 08:00:00,2020-08-02 08:00:00,16357.92,53.86201,0.77529,39245,61.13245,10.06813,16898.94,10.98431,23.32384,1.005048
c3,c3log,gcrew_2020-08-02 08:15:00_c3log,2020-08-02 08:15:00,2020-08-02 08:15:00,16354.85,53.34071,0.767787,39246,61.14395,10.06617,16895.91,10.98234,23.3234,1.005046
c3,c3log,gcrew_2020-08-02 08:30:00_c3log,2020-08-02 08:30:00,2020-08-02 08:30:00,16362.17,52.85182,0.76075,39247,61.11657,10.07086,16903.15,10.98705,23.32437,1.00505
c3,c3log,gcrew_2020-08-02 08:45:00_c3log,2020-08-02 08:45:00,2020-08-02 08:45:00,16358.78,52.43249,0.754714,39248,61.12926,10.0687,16899.82,10.98488,23.32384,1.005048
c3,c3log,gcrew_2020-08-02 09:00:00_c3log,2020-08-02 09:00:00,2020-08-02 09:00:00,16356.58,51.95737,0.747875,39249,61.13749,10.0671,16897.34,10.98327,23.32446,1.005047
c3,c3log,gcrew_2020-08-02 09:15:00_c3log,2020-08-02 09:15:00,2020-08-02 09:15:00,16356.32,51.63624,0.743253,39250,61.13845,10.06693,16897.07,10.9831,23.32446,1.005047
c3,c3log,gcrew_2020-08-02 09:30:00_c3log,2020-08-02 09:30:00,2020-08-02 09:30:00,16358.01,51.30536,0.73849,39251,61.13214,10.06802,16898.76,10.98419,23.32464,1.005047
c3,c3log,gcrew_2020-08-02 09:45:00_c3log,2020-08-02 09:45:00,2020-08-02 09:45:00,16362.2,51.00807,0.734211,39252,61.11648,10.07083,16903.12,10.98703,23.32456,1.00505
c3,c3log,gcrew_2020-08-02 10:00:00_c3log,2020-08-02 10:00:00,2020-08-02 10:00:00,16362.24,50.76525,0.730716,39253,61.11632,10.07077,16903.01,10.98696,23.32499,1.005049
c3,c3log,gcrew_2020-08-02 10:15:00_c3log,2020-08-02 10:15:00,2020-08-02 10:15:00,16358.63,50.4202,0.725749,39254,61.12983,10.06826,16899.13,10.98444,23.32543,1.005047
c3,c3log,gcrew_2020-08-02 10:30:00_c3log,2020-08-02 10:30:00,2020-08-02 10:30:00,16367.38,50.23369,0.723064,39255,61.09715,10.07426,16908.41,10.99047,23.32472,1.005052
c3,c3log,gcrew_2020-08-02 10:45:00_c3log,2020-08-02 10:45:00,2020-08-02 10:45:00,16357.82,50.00074,0.719711,39256,61.13285,10.06791,16898.59,10.98408,23.32456,1.005047
c3,c3log,gcrew_2020-08-02 11:00:00_c3log,2020-08-02 11:00:00,2020-08-02 11:00:00,16359.71,49.84258,0.717435,39257,61.12578,10.0691,16900.43,10.98528,23.3249,1.005048
c3,c3log,gcrew_2020-08-02 11:15:00_c3log,2020-08-02 11:15:00,2020-08-02 11:15:00,16362.42,49.64727,0.714623,39258,61.11565,10.07082,16903.08,10.987,23.32534,1.005049
