site,logger,rowid,time2,timestamp,actual_conductivity,depth,pressure,record,resistivity,salinity,specific_conductivity,tds,temperature,water_density
c3,c3log,gcrew_2020-08-08 17:45:00_c3log,2020-08-08 17:45:00,2020-08-08 17:45:00,16359,47.74243,0.687205,39860,61.12842,10.0892,16932.32,11.00601,23.22727,1.005088
c3,c3log,gcrew_2020-08-08 18:00:00_c3log,2020-08-08 18:00:00,2020-08-08 18:00:00,16358.83,47.56116,0.684596,39861,61.12908,10.08911,16932.16,11.00591,23.22717,1.005088
c3,c3log,gcrew_2020-08-08 18:15:00_c3log,2020-08-08 18:15:00,2020-08-08 18:15:00,16359.36,47.46814,0.683257,39862,61.12707,10.08939,16932.6,11.00619,23.22753,1.005088
c3,c3log,gcrew_2020-08-08 18:30:00_c3log,2020-08-08 18:30:00,2020-08-08 18:30:00,16361.97,47.41169,0.682445,39863,61.11732,10.09127,16935.51,11.00808,23.22691,1.00509
c3,c3log,gcrew_2020-08-08 18:45:00_c3log,2020-08-08 18:45:00,2020-08-08 18:45:00,16360.36,47.49067,0.683581,39864,61.12334,10.09011,16933.73,11.00692,23.22727,1.005089
c3,c3log,gcrew_2020-08-08 19:00:00_c3log,2020-08-08 19:00:00,2020-08-08 19:00:00,16360.7,47.30416,0.680897,39865,61.12208,10.09032,16934.05,11.00713,23.22735,1.005089
c3,c3log,gcrew_2020-08-08 19:15:00_c3log,2020-08-08 19:15:00,2020-08-08 19:15:00,16364.55,47.24393,0.68003,39866,61.10769,10.09284,16937.94,11.00966,23.22762,1.005091
c3,c3log,gcrew_2020-08-08 19:30:00_c3log,2020-08-08 19:30:00,2020-08-08 19:30:00,16363.71,47.33298,0.681312,39867,61.11082,10.09238,16937.23,11.0092,23.22717,1.005091
c3,c3log,gcrew_2020-08-08 19:45:00_c3log,2020-08-08 19:45:00,2020-08-08 19:45:00,16362.58,47.28567,0.680631,39868,61.11505,10.09156,16935.96,11.00837,23.22744,1.00509
c3,c3log,gcrew_2020-08-08 20:00:00_c3log,2020-08-08 20:00:00,2020-08-08 20:00:00,16357.59,47.25785,0.68023,39869,61.13372,10.08813,16930.65,11.00492,23.22788,1.005087
c3,c3log,gcrew_2020-08-08 20:15:00_c3log,2020-08-08 20:15:00,2020-08-08 20:15:00,16357.75,47.08081,0.677682,39870,61.13308,10.08829,16930.91,11.00509,23.22762,1.005087
c3,c3log,gcrew_2020-08-08 20:30:00_c3log,2020-08-08 20:30:00,2020-08-08 20:30:00,16358.97,47.03483,0.67702,39871,61.12855,10.08914,16932.23,11.00595,23.22744,1.005088
c3,c3log,gcrew_2020-08-08 20:45:00_c3log,2020-08-08 20:45:00,2020-08-08 20:45:00,16362.21,47.15608,0.678765,39872,61.11643,10.09128,16935.52,11.00809,23.22762,1.00509
c3,c3log,gcrew_2020-08-08 21:00:00_c3log,2020-08-08 21:00:00,2020-08-08 21:00:00,16357.45,47.03483,0.67702,39873,61.13421,10.08815,16930.69,11.00495,23.22735,1.005087
c3,c3log,gcrew_2020-08-08 21:15:00_c3log,2020-08-08 21:15:00,2020-08-08 21:15:00,16357.74,47.17874,0.679091,39874,61.13314,10.08826,16930.86,11.00506,23.22771,1.005087
c3,c3log,gcrew_2020-08-08 21:30:00_c3log,2020-08-08 21:30:00,2020-08-08 21:30:00,16354.5,47.18331,0.679157,39875,61.14525,10.08623,16927.72,11.00302,23.22709,1.005086
c3,c3log,gcrew_2020-08-08 21:45:00_c3log,2020-08-08 21:45:00,2020-08-08 21:45:00,16354.26,47.22552,0.679765,39876,61.14615,10.08594,16927.26,11.00272,23.22771,1.005086
c3,c3log,gcrew_2020-08-08 22:00:00_c3log,2020-08-08 22:00:00,2020-08-08 22:00:00,16359.91,47.02999,0.67695,39877,61.12503,10.08981,16933.26,11.00662,23.22727,1.005089
c3,c3log,gcrew_2020-08-08 22:15:00_c3log,2020-08-08 22:15:00,2020-08-08 22:15:00,16355.89,47.03483,0.67702,39878,61.14006,10.08708,16929.04,11.00387,23.22744,1.005087
c3,c3log,gcrew_2020-08-08 22:30:00_c3log,2020-08-08 22:30:00,2020-08-08 22:30:00,16358.26,47.1462,0.678623,39879,61.1312,10.08856,16931.32,11.00535,23.22797,1.005088
c3,c3log,gcrew_2020-08-08 22:45:00_c3log,2020-08-08 22:45:00,2020-08-08 22:45:00,16360.56,47.03483,0.67702,39880,61.1226,10.09023,16933.91,11.00704,23.22735,1.005089
c3,c3log,gcrew_2020-08-08 23:00:00_c3log,2020-08-08 23:00:00,2020-08-08 23:00:00,16352.81,46.98382,0.676286,39881,61.15158,10.08502,16925.85,11.0018,23.22744,1.005085
c3,c3log,gcrew_2020-08-08 23:15:00_c3log,2020-08-08 23:15:00,2020-08-08 23:15:00,16352.64,47.09055,0.677822,39882,61.15222,10.0849,16925.67,11.00168,23.22744,1.005085
c3,c3log,gcrew_2020-08-08 23:30:00_c3log,2020-08-08 23:30:00,2020-08-08 23:30:00,16360.21,46.98845,0.676353,39883,61.1239,10.09012,16933.75,11.00693,23.22674,1.005089
c3,c3log,gcrew_2020-08-08 23:45:00_c3log,2020-08-08 23:45:00,2020-08-08 23:45:00,16357.13,46.9279,0.675481,39884,61.13542,10.08797,16930.41,11.00477,23.22717,1.005087
c3,c3log,gcrew_2020-08-09 00:00:00_c3log,2020-08-09 00:00:00,2020-08-09 00:00:00,16359.63,46.89086,0.674948,39885,61.12608,10.08962,16932.97,11.00643,23.22727,1.005088
c3,c3log,gcrew_2020-08-09 00:15:00_c3log,2020-08-09 00:15:00,2020-08-09 00:15:00,16353.23,46.89457,0.675001,39886,61.15,10.08534,16926.34,11.00212,23.22727,1.005085
c3,c3log,gcrew_2020-08-09 00:30:00_c3log,2020-08-09 00:30:00,2020-08-09 00:30:00,16361.48,46.82043,0.673934,39887,61.11915,10.09086,16934.89,11.00767,23.22727,1.005089
c3,c3log,gcrew_2020-08-09 00:45:00_c3log,2020-08-09 00:45:00,2020-08-09 00:45:00,16357.05,46.79777,0.673608,39888,61.13573,10.08793,16930.35,11.00473,23.22709,1.005087
c3,c3log,gcrew_2020-08-09 01:00:00_c3log,2020-08-09 01:00:00,2020-08-09 01:00:00,16361.04,46.89994,0.675078,39889,61.1208,10.09053,16934.37,11.00734,23.22744,1.005089
c3,c3log,gcrew_2020-08-09 01:15:00_c3log,2020-08-09 01:15:00,2020-08-09 01:15:00,16355.9,46.75597,0.673006,39890,61.14001,10.08716,16929.17,11.00396,23.22709,1.005087
c3,c3log,gcrew_2020-08-09 01:30:00_c3log,2020-08-09 01:30:00,2020-08-09 01:30:00,16361.5,46.80665,0.673736,39891,61.11908,10.0909,16934.94,11.00771,23.22717,1.005089
c3,c3log,gcrew_2020-08-09 01:45:00_c3log,2020-08-09 01:45:00,2020-08-09 01:45:00,16356.32,46.7979,0.67361,39892,61.13845,10.08752,16929.72,11.00432,23.22674,1.005087
c3,c3log,gcrew_2020-08-09 02:00:00_c3log,2020-08-09 02:00:00,2020-08-09 02:00:00,16358.03,46.75584,0.673004,39893,61.13204,10.08865,16931.46,11.00545,23.22683,1.005088
c3,c3log,gcrew_2020-08-09 02:15:00_c3log,2020-08-09 02:15:00,2020-08-09 02:15:00,16357.96,46.7457,0.672858,39894,61.13232,10.08858,16931.36,11.00538,23.22691,1.005088
c3,c3log,gcrew_2020-08-09 02:30:00_c3log,2020-08-09 02:30:00,2020-08-09 02:30:00,16357.92,46.70813,0.672318,39895,61.13246,10.08852,16931.26,11.00532,23.22709,1.005088
c3,c3log,gcrew_2020-08-09 02:45:00_c3log,2020-08-09 02:45:00,2020-08-09 02:45:00,16356.48,46.69534,0.672133,39896,61.13784,10.08764,16929.91,11.00444,23.22665,1.005087
c3,c3log,gcrew_2020-08-09 03:00:00_c3log,2020-08-09 03:00:00,2020-08-09 03:00:00,16358.55,46.49942,0.669313,39897,61.13012,10.08907,16932.11,11.00587,23.22647,1.005088
c3,c3log,gcrew_2020-08-09 03:15:00_c3log,2020-08-09 03:15:00,2020-08-09 03:15:00,16357.69,46.61557,0.670985,39898,61.13331,10.0885,16931.23,11.0053,23.22647,1.005088
c3,c3log,gcrew_2020-08-09 03:30:00_c3log,2020-08-09 03:30:00,2020-08-09 03:30:00,16353.84,46.45252,0.668638,39899,61.14772,10.08577,16927,11.00255,23.22717,1.005086
c3,c3log,gcrew_2020-08-09 03:45:00_c3log,2020-08-09 03:45:00,2020-08-09 03:45:00,16356.1,46.44258,0.668495,39900,61.13926,10.08734,16929.44,11.00413,23.22691,1.005087
c3,c3log,gcrew_2020-08-09 04:00:00_c3log,2020-08-09 04:00:00,2020-08-09 04:00:00,16352.04,46.50413,0.669381,39901,61.15444,10.08456,16925.15,11.00134,23.22717,1.005085
c3,c3log,gcrew_2020-08-09 04:15:00_c3log,2020-08-09 04:15:00,2020-08-09 04:15:00,16357.26,46.35466,0.66723,39902,61.13495,10.08818,16930.75,11.00498,23.22656,1.005088
c3,c3log,gcrew_2020-08-09 04:30:00_c3log,2020-08-09 04:30:00,2020-08-09 04:30:00,16352.9,46.43887,0.668442,39903,61.15124,10.08524,16926.2,11.00203,23.22665,1.005085
c3,c3log,gcrew_2020-08-09 04:45:00_c3log,2020-08-09 04:45:00,2020-08-09 04:45:00,16355.75,46.406,0.667969,39904,61.14056,10.08718,16929.19,11.00397,23.22656,1.005087
c3,c3log,gcrew_2020-08-09 05:00:00_c3log,2020-08-09 05:00:00,2020-08-09 05:00:00,16358.65,46.38256,0.667631,39905,61.12974,10.08903,16932.04,11.00583,23.227,1.005088
c3,c3log,gcrew_2020-08-09 05:15:00_c3log,2020-08-09 05:15:00,2020-08-09 05:15:00,16354.87,46.24805,0.665695,39906,61.14385,10.08659,16928.28,11.00338,23.22656,1.005086
c3,c3log,gcrew_2020-08-09 05:30:00_c3log,2020-08-09 05:30:00,2020-08-09 05:30:00,16355.46,46.20645,0.665096,39907,61.14164,10.08691,16928.78,11.00371,23.22691,1.005087
c3,c3log,gcrew_2020-08-09 05:45:00_c3log,2020-08-09 05:45:00,2020-08-09 05:45:00,16356.02,46.32299,0.666774,39908,61.13955,10.08727,16929.33,11.00406,23.227,1.005087
c3,c3log,gcrew_2020-08-09 06:00:00_c3log,2020-08-09 06:00:00,2020-08-09 06:00:00,16352.41,46.2617,0.665892,39909,61.15306,10.08487,16925.62,11.00165,23.22691,1.005085
c3,c3log,gcrew_2020-08-09 06:15:00_c3log,2020-08-09 06:15:00,2020-08-09 06:15:00,16350.51,46.27548,0.66609,39910,61.16016,10.08359,16923.65,11.00037,23.22691,1.005084
c3,c3log,gcrew_2020-08-09 06:30:00_c3log,2020-08-09 06:30:00,2020-08-09 06:30:00,16351.46,46.09362,0.663472,39911,61.15661,10.08423,16924.64,11.00101,23.22691,1.005084
c3,c3log,gcrew_2020-08-09 06:45:00_c3log,2020-08-09 06:45:00,2020-08-09 06:45:00,16355.05,46.09362,0.663472,39912,61.14319,10.08665,16928.37,11.00344,23.22683,1.005086
c3,c3log,gcrew_2020-08-09 07:00:00_c3log,2020-08-09 07:00:00,2020-08-09 07:00:00,16358.25,46.06161,0.663012,39913,61.13122,10.08879,16931.69,11.00559,23.22683,1.005088
c3,c3log,gcrew_2020-08-09 07:15:00_c3log,2020-08-09 07:15:00,2020-08-09 07:15:00,16355.55,46.15073,0.664294,39914,61.14134,10.08713,16929.13,11.00393,23.22612,1.005087
c3,c3log,gcrew_2020-08-09 07:30:00_c3log,2020-08-09 07:30:00,2020-08-09 07:30:00,16350.73,46.11793,0.663822,39915,61.15934,10.0838,16923.96,11.00057,23.22665,1.005084
c3,c3log,gcrew_2020-08-09 07:45:00_c3log,2020-08-09 07:45:00,2020-08-09 07:45:00,16352.88,46.05797,0.662959,39916,61.1513,10.08523,16926.19,11.00202,23.22665,1.005085
c3,c3log,gcrew_2020-08-09 08:00:00_c3log,2020-08-09 08:00:00,2020-08-09 08:00:00,16353.38,46.09958,0.663558,39917,61.14944,10.08566,16926.85,11.00245,23.22621,1.005086
c3,c3log,gcrew_2020-08-09 08:15:00_c3log,2020-08-09 08:15:00,2020-08-09 08:15:00,16351.73,45.91241,0.660864,39918,61.15562,10.08454,16925.11,11.00132,23.2263,1.005085
c3,c3log,gcrew_2020-08-09 08:30:00_c3log,2020-08-09 08:30:00,2020-08-09 08:30:00,16353.49,46.02411,0.662472,39919,61.14902,10.08581,16927.08,11.0026,23.22586,1.005086
c3,c3log,gcrew_2020-08-09 08:45:00_c3log,2020-08-09 08:45:00,2020-08-09 08:45:00,16356.36,46.03366,0.662609,39920,61.1383,10.08781,16930.17,11.00461,23.2255,1.005088
c3,c3log,gcrew_2020-08-09 09:00:00_c3log,2020-08-09 09:00:00,2020-08-09 09:00:00,16352.22,45.8382,0.659796,39921,61.15377,10.08504,16925.89,11.00183,23.2255,1.005085
c3,c3log,gcrew_2020-08-09 09:15:00_c3log,2020-08-09 09:15:00,2020-08-09 09:15:00,16350.1,45.80965,0.659385,39922,61.16169,10.08369,16923.81,11.00048,23.22516,1.005085
c3,c3log,gcrew_2020-08-09 09:30:00_c3log,2020-08-09 09:30:00,2020-08-09 09:30:00,16353.36,45.80587,0.65933,39923,61.14953,10.08598,16927.36,11.00278,23.22463,1.005086
c3,c3log,gcrew_2020-08-09 09:45:00_c3log,2020-08-09 09:45:00,2020-08-09 09:45:00,16352.26,45.91718,0.660933,39924,61.15362,10.08526,16926.25,11.00206,23.22454,1.005086
c3,c3log,gcrew_2020-08-09 10:00:00_c3log,2020-08-09 10:00:00,2020-08-09 10:00:00,16355.33,45.78169,0.658982,39925,61.14213,10.08729,16929.37,11.00409,23.22472,1.005087
c3,c3log,gcrew_2020-08-09 10:15:00_c3log,2020-08-09 10:15:00,2020-08-09 10:15:00,16352.59,45.71185,0.657977,39926,61.1524,10.08554,16926.68,11.00234,23.22428,1.005086
c3,c3log,gcrew_2020-08-09 10:30:00_c3log,2020-08-09 10:30:00,2020-08-09 10:30:00,16356.79,45.74478,0.658451,39927,61.1367,10.08844,16931.17,11.00526,23.22384,1.005088
c3,c3log,gcrew_2020-08-09 10:45:00_c3log,2020-08-09 10:45:00,2020-08-09 10:45:00,16352.4,45.70755,0.657915,39928,61.15311,10.08552,16926.66,11.00233,23.22375,1.005086
c3,c3log,gcrew_2020-08-09 11:00:00_c3log,2020-08-09 11:00:00,2020-08-09 11:00:00,16355.54,45.81044,0.659396,39929,61.14137,10.08768,16930,11.0045,23.2235,1.005088
c3,c3log,gcrew_2020-08-09 11:15:00_c3log,2020-08-09 11:15:00,2020-08-09 11:15:00,16357.69,45.78182,0.658984,39930,61.13333,10.08914,16932.25,11.00596,23.2234,1.005089
c3,c3log,gcrew_2020-08-09 11:30:00_c3log,2020-08-09 11:30:00,2020-08-09 11:30:00,16353.85,45.75439,0.658589,39931,61.14768,10.08674,16928.54,11.00355,23.22261,1.005087
c3,c3log,gcrew_2020-08-09 11:45:00_c3log,2020-08-09 11:45:00,2020-08-09 11:45:00,16358.52,45.64659,0.657038,39932,61.13021,10.08987,16933.38,11.0067,23.22261,1.00509
c3,c3log,gcrew_2020-08-09 12:00:00_c3log,2020-08-09 12:00:00,2020-08-09 12:00:00,16352.66,45.6556,0.657167,39933,61.15211,10.086,16927.41,11.00281,23.22234,1.005087
c3,c3log,gcrew_2020-08-09 12:15:00_c3log,2020-08-09 12:15:00,2020-08-09 12:15:00,16350.42,45.67568,0.657456,39934,61.1605,10.08459,16925.23,11.0014,23.22191,1.005086
c3,c3log,gcrew_2020-08-09 12:30:00_c3log,2020-08-09 12:30:00,2020-08-09 12:30:00,16353.1,45.55278,0.655687,39935,61.15047,10.08653,16928.24,11.00335,23.22122,1.005088
c3,c3log,gcrew_2020-08-09 12:45:00_c3log,2020-08-09 12:45:00,2020-08-09 12:45:00,16350.64,45.63731,0.656904,39936,61.15967,10.08494,16925.78,11.00176,23.22094,1.005087
c3,c3log,gcrew_2020-08-09 13:00:00_c3log,2020-08-09 13:00:00,2020-08-09 13:00:00,16356.12,45.51143,0.655092,39937,61.1392,10.08866,16931.54,11.0055,23.22067,1.005089
c3,c3log,gcrew_2020-08-09 13:15:00_c3log,2020-08-09 13:15:00,2020-08-09 13:15:00,16357.83,45.43716,0.654023,39938,61.1328,10.08988,16933.43,11.00673,23.22032,1.00509
c3,c3log,gcrew_2020-08-09 13:30:00_c3log,2020-08-09 13:30:00,2020-08-09 13:30:00,16355.28,45.55913,0.655779,39939,61.14233,10.0884,16931.14,11.00524,23.21928,1.00509
c3,c3log,gcrew_2020-08-09 13:45:00_c3log,2020-08-09 13:45:00,2020-08-09 13:45:00,16355.65,45.42424,0.653837,39940,61.14096,10.08866,16931.55,11.00551,23.21919,1.00509
c3,c3log,gcrew_2020-08-09 14:00:00_c3log,2020-08-09 14:00:00,2020-08-09 14:00:00,16356.29,45.38634,0.653292,39941,61.13857,10.08922,16932.42,11.00607,23.21857,1.00509
c3,c3log,gcrew_2020-08-09 14:15:00_c3log,2020-08-09 14:15:00,2020-08-09 14:15:00,16358.86,45.35328,0.652816,39942,61.12894,10.09095,16935.09,11.00781,23.21857,1.005092
c3,c3log,gcrew_2020-08-09 14:30:00_c3log,2020-08-09 14:30:00,2020-08-09 14:30:00,16361.76,45.47009,0.654497,39943,61.11812,10.09303,16938.32,11.00991,23.21787,1.005093
c3,c3log,gcrew_2020-08-09 14:45:00_c3log,2020-08-09 14:45:00,2020-08-09 14:45:00,16357.14,45.31578,0.652276,39944,61.13539,10.09004,16933.68,11.00689,23.21742,1.005091
c3,c3log,gcrew_2020-08-09 15:00:00_c3log,2020-08-09 15:00:00,2020-08-09 15:00:00,16359.02,45.30273,0.652088,39945,61.12837,10.09137,16935.75,11.00823,23.21707,1.005092
c3,c3log,gcrew_2020-08-09 15:15:00_c3log,2020-08-09 15:15:00,2020-08-09 15:15:00,16360.26,45.3444,0.652688,39946,61.12373,10.09236,16937.29,11.00924,23.21629,1.005093
c3,c3log,gcrew_2020-08-09 15:30:00_c3log,2020-08-09 15:30:00,2020-08-09 15:30:00,16359.27,45.34918,0.652757,39947,61.12741,10.09185,16936.51,11.00873,23.21558,1.005093
c3,c3log,gcrew_2020-08-09 15:45:00_c3log,2020-08-09 15:45:00,2020-08-09 15:45:00,16356.21,45.2001,0.650611,39948,61.13886,10.08999,16933.63,11.00686,23.2147,1.005092
c3,c3log,gcrew_2020-08-09 16:00:00_c3log,2020-08-09 16:00:00,2020-08-09 16:00:00,16352.97,45.24668,0.651281,39949,61.15096,10.0879,16930.4,11.00476,23.21435,1.00509
c3,c3log,gcrew_2020-08-09 16:15:00_c3log,2020-08-09 16:15:00,2020-08-09 16:15:00,16356.31,45.12967,0.649597,39950,61.13846,10.09022,16934.01,11.0071,23.21391,1.005092
c3,c3log,gcrew_2020-08-09 16:30:00_c3log,2020-08-09 16:30:00,2020-08-09 16:30:00,16357.62,45.1253,0.649534,39951,61.13359,10.0914,16935.83,11.00829,23.2125,1.005094
c3,c3log,gcrew_2020-08-09 16:45:00_c3log,2020-08-09 16:45:00,2020-08-09 16:45:00,16353.65,45.11132,0.649333,39952,61.14842,10.08864,16931.57,11.00552,23.21294,1.005091
c3,c3log,gcrew_2020-08-09 17:00:00_c3log,2020-08-09 17:00:00,2020-08-09 17:00:00,16353.86,45.26556,0.651553,39953,61.14763,10.08903,16932.18,11.00592,23.2118,1.005092
c3,c3log,gcrew_2020-08-09 17:15:00_c3log,2020-08-09 17:15:00,2020-08-09 17:15:00,16358.78,45.18188,0.650349,39954,61.12926,10.09258,16937.68,11.00949,23.21057,1.005095
c3,c3log,gcrew_2020-08-09 17:30:00_c3log,2020-08-09 17:30:00,2020-08-09 17:30:00,16351.5,45.18188,0.650349,39955,61.15645,10.08774,16930.2,11.00463,23.2104,1.005091
c3,c3log,gcrew_2020-08-09 17:45:00_c3log,2020-08-09 17:45:00,2020-08-09 17:45:00,16354.91,45.17214,0.650208,39956,61.14371,10.09021,16934.03,11.00712,23.20952,1.005093
c3,c3log,gcrew_2020-08-09 18:00:00_c3log,2020-08-09 18:00:00,2020-08-09 18:00:00,16352.39,45.13961,0.64974,39957,61.15315,10.08867,16931.65,11.00557,23.20882,1.005092
c3,c3log,gcrew_2020-08-09 18:15:00_c3log,2020-08-09 18:15:00,2020-08-09 18:15:00,16356.18,45.12602,0.649545,39958,61.13895,10.09131,16935.73,11.00822,23.20838,1.005095
c3,c3log,gcrew_2020-08-09 18:30:00_c3log,2020-08-09 18:30:00,2020-08-09 18:30:00,16350.58,45.09257,0.649063,39959,61.15991,10.08778,16930.27,11.00468,23.20732,1.005092
c3,c3log,gcrew_2020-08-09 18:45:00_c3log,2020-08-09 18:45:00,2020-08-09 18:45:00,16345.87,45.09257,0.649063,39960,61.17753,10.08477,16925.64,11.00166,23.20662,1.00509
c3,c3log,gcrew_2020-08-09 19:00:00_c3log,2020-08-09 19:00:00,2020-08-09 19:00:00,16349.62,45.08462,0.648949,39961,61.1635,10.08741,16929.72,11.00432,23.20601,1.005092
c3,c3log,gcrew_2020-08-09 19:15:00_c3log,2020-08-09 19:15:00,2020-08-09 19:15:00,16345.27,44.88804,0.646119,39962,61.17978,10.08466,16925.48,11.00156,23.20522,1.00509
c3,c3log,gcrew_2020-08-09 19:30:00_c3log,2020-08-09 19:30:00,2020-08-09 19:30:00,16346.27,44.99524,0.647662,39963,61.17605,10.08557,16926.9,11.00248,23.20407,1.005091
c3,c3log,gcrew_2020-08-09 19:45:00_c3log,2020-08-09 19:45:00,2020-08-09 19:45:00,16346.47,45.02287,0.64806,39964,61.17529,10.0858,16927.25,11.00271,23.20364,1.005092
c3,c3log,gcrew_2020-08-09 20:00:00_c3log,2020-08-09 20:00:00,2020-08-09 20:00:00,16344.39,44.98636,0.647534,39965,61.18309,10.08454,16925.31,11.00145,23.20301,1.005091
c3,c3log,gcrew_2020-08-09 20:15:00_c3log,2020-08-09 20:15:00,2020-08-09 20:15:00,16346.46,44.96669,0.647251,39966,61.17531,10.08615,16927.81,11.00307,23.20197,1.005092
c3,c3log,gcrew_2020-08-09 20:30:00_c3log,2020-08-09 20:30:00,2020-08-09 20:30:00,16343.85,44.96669,0.647251,39967,61.18508,10.08457,16925.37,11.00149,23.20117,1.005091
c3,c3log,gcrew_2020-08-09 20:45:00_c3log,2020-08-09 20:45:00,2020-08-09 20:45:00,16336.33,44.99034,0.647592,39968,61.21327,10.07975,16917.92,10.99665,23.20012,1.005088
c3,c3log,gcrew_2020-08-09 21:00:00_c3log,2020-08-09 21:00:00,2020-08-09 21:00:00,16341.61,44.94482,0.646936,39969,61.19349,10.08349,16923.72,11.00042,23.19915,1.005091
c3,c3log,gcrew_2020-08-09 21:15:00_c3log,2020-08-09 21:15:00,2020-08-09 21:15:00,16344.16,44.89652,0.646241,39970,61.18394,10.0852,16926.36,11.00214,23.19915,1.005092
c3,c3log,gcrew_2020-08-09 21:30:00_c3log,2020-08-09 21:30:00,2020-08-09 21:30:00,16340.69,44.89652,0.646241,39971,61.19692,10.08297,16922.92,10.99989,23.19872,1.005091
c3,c3log,gcrew_2020-08-09 21:45:00_c3log,2020-08-09 21:45:00,2020-08-09 21:45:00,16340.09,44.78554,0.644644,39972,61.19916,10.08279,16922.65,10.99972,23.19766,1.005091
c3,c3log,gcrew_2020-08-09 22:00:00_c3log,2020-08-09 22:00:00,2020-08-09 22:00:00,16341.92,44.85531,0.645648,39973,61.19231,10.08407,16924.64,11.00101,23.1974,1.005092
c3,c3log,gcrew_2020-08-09 22:15:00_c3log,2020-08-09 22:15:00,2020-08-09 22:15:00,16339.41,44.8516,0.645595,39974,61.20174,10.08266,16922.47,10.9996,23.19608,1.005091
c3,c3log,gcrew_2020-08-09 22:30:00_c3log,2020-08-09 22:30:00,2020-08-09 22:30:00,16338.39,44.8516,0.645595,39975,61.20554,10.08206,16921.53,10.999,23.19573,1.005091
c3,c3log,gcrew_2020-08-09 22:45:00_c3log,2020-08-09 22:45:00,2020-08-09 22:45:00,16339.11,44.73466,0.643911,39976,61.20283,10.08267,16922.49,10.99962,23.19511,1.005092
c3,c3log,gcrew_2020-08-09 23:00:00_c3log,2020-08-09 23:00:00,2020-08-09 23:00:00,16340.27,44.85531,0.645648,39977,61.19851,10.08363,16923.98,11.00058,23.19424,1.005092
c3,c3log,gcrew_2020-08-09 23:15:00_c3log,2020-08-09 23:15:00,2020-08-09 23:15:00,16335.8,44.87419,0.64592,39978,61.21525,10.08073,16919.5,10.99767,23.19379,1.00509
c3,c3log,gcrew_2020-08-09 23:30:00_c3log,2020-08-09 23:30:00,2020-08-09 23:30:00,16335.77,44.91116,0.646452,39979,61.21535,10.08097,16919.88,10.99792,23.19257,1.005091
c3,c3log,gcrew_2020-08-09 23:45:00_c3log,2020-08-09 23:45:00,2020-08-09 23:45:00,16337.73,44.93972,0.646863,39980,61.208,10.08232,16921.97,10.99928,23.19239,1.005092
c3,c3log,gcrew_2020-08-10 00:00:00_c3log,2020-08-10 00:00:00,2020-08-10 00:00:00,16332.06,44.94482,0.646936,39981,61.22925,10.07876,16916.48,10.99571,23.19125,1.005089
c3,c3log,gcrew_2020-08-10 00:15:00_c3log,2020-08-10 00:15:00,2020-08-10 00:15:00,16334.13,45.00471,0.647799,39982,61.22152,10.08024,16918.77,10.9972,23.1908,1.005091
c3,c3log,gcrew_2020-08-10 00:30:00_c3log,2020-08-10 00:30:00,2020-08-10 00:30:00,16339.02,45.05587,0.648535,39983,61.20317,10.08365,16924.04,11.00063,23.19019,1.005093
c3,c3log,gcrew_2020-08-10 00:45:00_c3log,2020-08-10 00:45:00,2020-08-10 00:45:00,16338.05,45.08813,0.648999,39984,61.20681,10.08289,16922.86,10.99986,23.19071,1.005093
c3,c3log,gcrew_2020-08-10 01:00:00_c3log,2020-08-10 01:00:00,2020-08-10 01:00:00,16334.53,45.11138,0.649334,39985,61.22,10.08079,16919.63,10.99776,23.18949,1.005091
c3,c3log,gcrew_2020-08-10 01:15:00_c3log,2020-08-10 01:15:00,2020-08-10 01:15:00,16329.12,45.12066,0.649467,39986,61.24029,10.07716,16914.02,10.99411,23.18949,1.005089
c3,c3log,gcrew_2020-08-10 01:30:00_c3log,2020-08-10 01:30:00,2020-08-10 01:30:00,16332.2,45.17737,0.650284,39987,61.22872,10.07936,16917.42,10.99632,23.18887,1.005091
c3,c3log,gcrew_2020-08-10 01:45:00_c3log,2020-08-10 01:45:00,2020-08-10 01:45:00,16330.47,45.20003,0.65061,39988,61.23524,10.07831,16915.8,10.99527,23.18835,1.00509
c3,c3log,gcrew_2020-08-10 02:00:00_c3log,2020-08-10 02:00:00,2020-08-10 02:00:00,16334.73,45.19089,0.650478,39989,61.21924,10.08135,16920.51,10.99833,23.18747,1.005092
c3,c3log,gcrew_2020-08-10 02:15:00_c3log,2020-08-10 02:15:00,2020-08-10 02:15:00,16328.13,45.22832,0.651017,39990,61.24399,10.07687,16913.59,10.99383,23.18773,1.005089
c3,c3log,gcrew_2020-08-10 02:30:00_c3log,2020-08-10 02:30:00,2020-08-10 02:30:00,16334.11,45.23263,0.651079,39991,61.22158,10.08099,16919.95,10.99797,23.18721,1.005092
c3,c3log,gcrew_2020-08-10 02:45:00_c3log,2020-08-10 02:45:00,2020-08-10 02:45:00,16335.02,45.22329,0.650945,39992,61.21818,10.0816,16920.89,10.99858,23.18721,1.005093
c3,c3log,gcrew_2020-08-10 03:00:00_c3log,2020-08-10 03:00:00,2020-08-10 03:00:00,16329.82,45.21905,0.650884,39993,61.23767,10.07815,16915.57,10.99512,23.18703,1.00509
c3,c3log,gcrew_2020-08-10 03:15:00_c3log,2020-08-10 03:15:00,2020-08-10 03:15:00,16333.02,45.15823,0.650008,39994,61.22565,10.08037,16919,10.99735,23.18668,1.005092
