Logger,Table,loggernet_variable,Site,Plot,Instrument,Instrument_ID,Sensor_ID,Location,valid_through,research_name,note
COMPASS_GCW_W_431,ClimaVue50_15min,PAR_Den_C_Avg,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_15min,PAR_Tot_C_Tot,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_15min,CVMeta,GCW,W,ClimaVUE50,A,,,,,
,,,,,,,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,Format,GCW,W,ClimaVUE50,A,,,,,No mappings because no GCW met station
COMPASS_GCW_W_431,ClimaVue50_24hr,RECORD,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,BattV_Min,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,Rain_mm_Tot,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,SlrFD_W_Avg,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,SlrTF_MJ_Tot,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,WS_ms_WVc(1),GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,WS_ms_WVc(2),GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,WS_ms_S_WVT,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,MaxWS_ms_Max,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,MaxWS_ms_TMx,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,AirT_C_Avg,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,AirT_C_Max,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,AirT_C_TMx,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,AirT_C_Min,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,AirT_C_TMn,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,VP_mbar_Avg,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,BP_mbar_Max,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,BP_mbar_TMx,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,BP_mbar_Min,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,BP_mbar_TMn,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,RH_Max,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,RH_Min,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,RHT_C_Max,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,RHT_C_Min,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,TiltNS_deg_Max,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,TiltNS_deg_TMx,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,TiltNS_deg_Min,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,TiltNS_deg_TMn,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,TiltWE_deg_Max,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,TiltWE_deg_TMx,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,TiltWE_deg_Min,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,PAR_Den_C_Avg,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,PAR_Tot_C_Tot,GCW,W,ClimaVUE50,A,,,,,
COMPASS_GCW_W_431,ClimaVue50_24hr,CVMeta,GCW,W,ClimaVUE50,A,,,,,
,,,,,,,,,,,
COMPASS_GCW_W_431,ExoTable,Format,GCW,W,EXO,A,,,,,No mappings because no GCW sonde
COMPASS_GCW_W_431,ExoTable,RECORD,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,PB,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Statname,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Date,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Time,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Conductivity,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,FDOM_QSU,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,FDOM_RFU,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,NLF_conductivity,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,ODO_sat,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,ODO_local,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,ODO_MgL,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Pressure_psia,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Salinity_PPT,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Specific_Conductivity_uScm,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Wiper_Position_mv,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,pH,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,pH_mv,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Temp_C,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Depth_m,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Battery_v,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Cable_v,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,Wiper_Current_ma,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,sn,GCW,W,EXO,A,,,,,
COMPASS_GCW_W_431,ExoTable,snn,GCW,W,EXO,A,,,,,
,,,,,,,,,,,
COMPASS_GCW_W_431,TerosTableC,RECORD,GCW,W,TEROS12,,,,,,
COMPASS_GCW_W_431,TerosTableC,PB,GCW,W,TEROS12,,,,,,
COMPASS_GCW_W_431,TerosTableC,Format,GCW,W,TEROS12,,,,,,
COMPASS_GCW_W_431,TerosTableC,Statname,GCW,W,TEROS12,,,,,,
COMPASS_GCW_W_431,TerosTableC,BattV_Avg,GCW,W,TEROS12,C,,,,battery_voltage,
COMPASS_GCW_W_431,TerosTableC,"TerosC({1:2},1)",GCW,W,TEROS12,C,{1:2},,,soil_vwc_10cm,
COMPASS_GCW_W_431,TerosTableC,"TerosC({3:4},1)",GCW,W,TEROS12,C,{3:4},,,,
COMPASS_GCW_W_431,TerosTableC,"TerosC({5:6},1)",GCW,W,TEROS12,C,{5:6},,,soil_vwc_30cm,
COMPASS_GCW_W_431,TerosTableC,"TerosC({1:2},2)",GCW,W,TEROS12,C,{1:2},,,soil_temp_10cm,
COMPASS_GCW_W_431,TerosTableC,"TerosC({3:4},2)",GCW,W,TEROS12,C,{3:4},,,,
COMPASS_GCW_W_431,TerosTableC,"TerosC({5:6},2)",GCW,W,TEROS12,C,{5:6},,,soil_temp_30cm,
COMPASS_GCW_W_431,TerosTableC,"TerosC({1:2},3)",GCW,W,TEROS12,C,{1:2},,,soil_EC_10cm,
COMPASS_GCW_W_431,TerosTableC,"TerosC({3:4},3)",GCW,W,TEROS12,C,{3:4},,,,
COMPASS_GCW_W_431,TerosTableC,"TerosC({5:6},3)",GCW,W,TEROS12,C,{5:6},,,soil_EC_30cm,
,,,,,,,,,,,
COMPASS_GCW_W_431,WaterLevel600C,RECORD,GCW,W,AquaTROLL600,A,,,,,
COMPASS_GCW_W_431,WaterLevel600C,PB,GCW,W,AquaTROLL600,A,,,,,
COMPASS_GCW_W_431,WaterLevel600C,Format,GCW,W,AquaTROLL600,A,,,,,
COMPASS_GCW_W_431,WaterLevel600C,Statname,GCW,W,AquaTROLL600,A,,,,,
COMPASS_GCW_W_431,WaterLevel600C,BattV_Avg,GCW,W,AquaTROLL600,A,,,,battery_voltage,
COMPASS_GCW_W_431,WaterLevel600C,Barometric_Pressure600C,GCW,W,AquaTROLL600,A,,,,gw_bar_pressure,
COMPASS_GCW_W_431,WaterLevel600C,Temperature600C,GCW,W,AquaTROLL600,A,,,,gw_temperature,
COMPASS_GCW_W_431,WaterLevel600C,Aquatroll_IDC(1),GCW,W,AquaTROLL600,A,,,,,
COMPASS_GCW_W_431,WaterLevel600C,Actual_Conductivity600C,GCW,W,AquaTROLL600,A,,,,gw_act_cond,
COMPASS_GCW_W_431,WaterLevel600C,Specific_Conductivity600C,GCW,W,AquaTROLL600,A,,,,gw_spec_cond,
COMPASS_GCW_W_431,WaterLevel600C,Salinity600C,GCW,W,AquaTROLL600,A,,,,gw_salinity,
COMPASS_GCW_W_431,WaterLevel600C,TDS600C,GCW,W,AquaTROLL600,A,,,,gw_tds,
COMPASS_GCW_W_431,WaterLevel600C,Water_Density600C,GCW,W,AquaTROLL600,A,,,,gw_density,
COMPASS_GCW_W_431,WaterLevel600C,Resistivity600C,GCW,W,AquaTROLL600,A,,,,gw_resistivity,
COMPASS_GCW_W_431,WaterLevel600C,pH600C,GCW,W,AquaTROLL600,A,,,,gw_ph,
COMPASS_GCW_W_431,WaterLevel600C,pH_mV600C,GCW,W,AquaTROLL600,A,,,,gw_ph_mv,
COMPASS_GCW_W_431,WaterLevel600C,pH_ORP600C,GCW,W,AquaTROLL600,A,,,,gw_ph_orp,
COMPASS_GCW_W_431,WaterLevel600C,RDO_concen600C,GCW,W,AquaTROLL600,A,,,,gw_rdo_conc,
COMPASS_GCW_W_431,WaterLevel600C,RDO_perc_sat600C,GCW,W,AquaTROLL600,A,,,,gw_perc_sat,
COMPASS_GCW_W_431,WaterLevel600C,RDO_part_Pressure600C,GCW,W,AquaTROLL600,A,,,,gw_part_pressure,
COMPASS_GCW_W_431,WaterLevel600C,Pressure600C,GCW,W,AquaTROLL600,A,,,,gw_pressure,
COMPASS_GCW_W_431,WaterLevel600C,Depth600C,GCW,W,AquaTROLL600,A,,,,gw_depth,
COMPASS_GCW_W_431,WaterLevel600C,Voltage,GCW,W,AquaTROLL600,A,,,,gw_voltage,
COMPASS_GCW_W_431,WaterLevel600C,Voltage_Ext600C,GCW,W,AquaTROLL600,A,,,,gw_voltage_ext,
COMPASS_GCW_W_431,WaterLevel600C,Battery_Int600C,GCW,W,AquaTROLL600,A,,,,gw_battery,
,,,,,,,,,,,
Compass_GWI_TR_412,SapflowB,RECORD,GWI,TR,Sapflow,,,,,,
Compass_GWI_TR_412,SapflowB,PB,GWI,TR,Sapflow,,,,,,
Compass_GWI_TR_412,SapflowB,Format,GWI,TR,Sapflow,,,,,,
Compass_GWI_TR_412,SapflowB,Statname,GWI,TR,Sapflow,,,,,,
Compass_GWI_TR_412,SapflowB,BattV_Avg,GWI,TR,Sapflow,B,,,,battery_voltage,
Compass_GWI_TR_412,SapflowB,DiffVoltB_Avg({1:8}),GWI,TR,Sapflow,B,0{1:8},,,sapflow_2.5cm,
Compass_GWI_TR_412,SapflowB,DiffVoltB_Avg({9:12}),GWI,TR,Sapflow,B,,,,,
,,,,,,,,,,,
Compass_GWI_TR_412,TerosTableB,RECORD,GWI,TR,TEROS12,,,,,,
Compass_GWI_TR_412,TerosTableB,PB,GWI,TR,TEROS12,,,,,,
Compass_GWI_TR_412,TerosTableB,Format,GWI,TR,TEROS12,,,,,,
Compass_GWI_TR_412,TerosTableB,Statname,GWI,TR,TEROS12,,,,,,
Compass_GWI_TR_412,TerosTableB,BattV_Avg,GWI,TR,TEROS12,B,,,,battery_voltage,
Compass_GWI_TR_412,TerosTableB,"TerosB({1:4},1)",GWI,TR,TEROS12,B,{1:4},,,soil_vwc_10cm,
Compass_GWI_TR_412,TerosTableB,"TerosB({5:6},1)",GWI,TR,TEROS12,B,{5:6},,,soil_vwc_30cm,
Compass_GWI_TR_412,TerosTableB,"TerosB({1:4},2)",GWI,TR,TEROS12,B,{1:4},,,soil_temp_10cm,
Compass_GWI_TR_412,TerosTableB,"TerosB({5:6},2)",GWI,TR,TEROS12,B,{5:6},,,soil_temp_30cm,
Compass_GWI_TR_412,TerosTableB,"TerosB({1:4},3)",GWI,TR,TEROS12,B,{1:4},,,soil_EC_10cm,
Compass_GWI_TR_412,TerosTableB,"TerosB({5:6},3)",GWI,TR,TEROS12,B,{5:6},,,soil_EC_30cm,
,,,,,,,,,,,
Compass_GWI_TR_412,WaterLevel600B,RECORD,GWI,TR,AquaTROLL600,B,,,,,
Compass_GWI_TR_412,WaterLevel600B,PB,GWI,TR,AquaTROLL600,B,,,,,
Compass_GWI_TR_412,WaterLevel600B,Format,GWI,TR,AquaTROLL600,B,,,,,
Compass_GWI_TR_412,WaterLevel600B,Statname,GWI,TR,AquaTROLL600,B,,,,,
Compass_GWI_TR_412,WaterLevel600B,BattV_Avg,GWI,TR,AquaTROLL600,B,,,,battery_voltage,
Compass_GWI_TR_412,WaterLevel600B,Barometric_Pressure600B,GWI,TR,AquaTROLL600,B,,,,gw_bar_pressure,
Compass_GWI_TR_412,WaterLevel600B,Temperature600B,GWI,TR,AquaTROLL600,B,,,,gw_temperature,
Compass_GWI_TR_412,WaterLevel600B,Aquatroll_IDB(1),GWI,TR,AquaTROLL600,B,,,,,
Compass_GWI_TR_412,WaterLevel600B,Actual_Conductivity600B,GWI,TR,AquaTROLL600,B,,,,gw_act_cond,
Compass_GWI_TR_412,WaterLevel600B,Specific_Conductivity600B,GWI,TR,AquaTROLL600,B,,,,gw_spec_cond,
Compass_GWI_TR_412,WaterLevel600B,Salinity600B,GWI,TR,AquaTROLL600,B,,,,gw_salinity,
Compass_GWI_TR_412,WaterLevel600B,TDS600B,GWI,TR,AquaTROLL600,B,,,,gw_tds,
Compass_GWI_TR_412,WaterLevel600B,Water_Density600B,GWI,TR,AquaTROLL600,B,,,,gw_density,
Compass_GWI_TR_412,WaterLevel600B,Resistivity600B,GWI,TR,AquaTROLL600,B,,,,gw_resistivity,
Compass_GWI_TR_412,WaterLevel600B,pH600B,GWI,TR,AquaTROLL600,B,,,,gw_ph,
Compass_GWI_TR_412,WaterLevel600B,pH_mV600B,GWI,TR,AquaTROLL600,B,,,,gw_ph_mv,
Compass_GWI_TR_412,WaterLevel600B,pH_ORP600B,GWI,TR,AquaTROLL600,B,,,,gw_ph_orp,
Compass_GWI_TR_412,WaterLevel600B,RDO_concen600B,GWI,TR,AquaTROLL600,B,,,,gw_rdo_conc,
Compass_GWI_TR_412,WaterLevel600B,RDO_perc_sat600B,GWI,TR,AquaTROLL600,B,,,,gw_perc_sat,
Compass_GWI_TR_412,WaterLevel600B,RDO_part_Pressure600B,GWI,TR,AquaTROLL600,B,,,,gw_part_pressure,
Compass_GWI_TR_412,WaterLevel600B,Pressure600B,GWI,TR,AquaTROLL600,B,,,,gw_pressure,
Compass_GWI_TR_412,WaterLevel600B,Depth600B,GWI,TR,AquaTROLL600,B,,,,gw_depth,
Compass_GWI_TR_412,WaterLevel600B,Voltage,GWI,TR,AquaTROLL600,B,,,,gw_voltage,
Compass_GWI_TR_412,WaterLevel600B,Voltage_Ext600B,GWI,TR,AquaTROLL600,B,,,,gw_voltage_ext,
Compass_GWI_TR_412,WaterLevel600B,Battery_Int600B,GWI,TR,AquaTROLL600,B,,,,gw_battery,
,,,,,,,,,,,
Compass_GWI_UP_413,SapflowA,RECORD,GWI,UP,Sapflow,,,,,,
Compass_GWI_UP_413,SapflowA,PB,GWI,UP,Sapflow,,,,,,
Compass_GWI_UP_413,SapflowA,Format,GWI,UP,Sapflow,,,,,,
Compass_GWI_UP_413,SapflowA,Statname,GWI,UP,Sapflow,,,,,,
Compass_GWI_UP_413,SapflowA,BattV_Avg,GWI,UP,Sapflow,A,,,,battery_voltage,
Compass_GWI_UP_413,SapflowA,DiffVoltA_Avg({1:8}),GWI,UP,Sapflow,A,0{1:8},,,sapflow_2.5cm,
Compass_GWI_UP_413,SapflowA,DiffVoltA_Avg({9:12}),GWI,UP,Sapflow,A,,,,,
,,,,,,,,,,,
Compass_GWI_UP_413,TerosTableA,RECORD,GWI,UP,TEROS12,,,,,,
Compass_GWI_UP_413,TerosTableA,PB,GWI,UP,TEROS12,,,,,,
Compass_GWI_UP_413,TerosTableA,Format,GWI,UP,TEROS12,,,,,,
Compass_GWI_UP_413,TerosTableA,Statname,GWI,UP,TEROS12,,,,,,
Compass_GWI_UP_413,TerosTableA,BattV_Avg,GWI,UP,TEROS12,A,,,,battery_voltage,
Compass_GWI_UP_413,TerosTableA,"TerosA({1:4},1)",GWI,UP,TEROS12,A,{1:4},,,soil_vwc_10cm,
Compass_GWI_UP_413,TerosTableA,"TerosA({5:6},1)",GWI,UP,TEROS12,A,{5:6},,,soil_vwc_30cm,
Compass_GWI_UP_413,TerosTableA,"TerosA({1:4},2)",GWI,UP,TEROS12,A,{1:4},,,soil_temp_10cm,
Compass_GWI_UP_413,TerosTableA,"TerosA({5:6},2)",GWI,UP,TEROS12,A,{5:6},,,soil_temp_30cm,
Compass_GWI_UP_413,TerosTableA,"TerosA({1:4},3)",GWI,UP,TEROS12,A,{1:4},,,soil_EC_10cm,
Compass_GWI_UP_413,TerosTableA,"TerosA({5:6},3)",GWI,UP,TEROS12,A,{5:6},,,soil_EC_30cm,
,,,,,,,,,,,
Compass_GWI_UP_413,WaterLevel600A,RECORD,GWI,UP,AquaTROLL600,A,,,,,
Compass_GWI_UP_413,WaterLevel600A,PB,GWI,UP,AquaTROLL600,A,,,,,
Compass_GWI_UP_413,WaterLevel600A,Format,GWI,UP,AquaTROLL600,A,,,,,
Compass_GWI_UP_413,WaterLevel600A,Statname,GWI,UP,AquaTROLL600,A,,,,,
Compass_GWI_UP_413,WaterLevel600A,BattV_Avg,GWI,UP,AquaTROLL600,A,,,,battery_voltage,
Compass_GWI_UP_413,WaterLevel600A,Barometric_Pressure600A,GWI,UP,AquaTROLL600,A,,,,gw_bar_pressure,
Compass_GWI_UP_413,WaterLevel600A,Temperature600A,GWI,UP,AquaTROLL600,A,,,,gw_temperature,
Compass_GWI_UP_413,WaterLevel600A,Aquatroll_IDA(1),GWI,UP,AquaTROLL600,A,,,,,
Compass_GWI_UP_413,WaterLevel600A,Actual_Conductivity600A,GWI,UP,AquaTROLL600,A,,,,gw_act_cond,
Compass_GWI_UP_413,WaterLevel600A,Specific_Conductivity600A,GWI,UP,AquaTROLL600,A,,,,gw_spec_cond,
Compass_GWI_UP_413,WaterLevel600A,Salinity600A,GWI,UP,AquaTROLL600,A,,,,gw_salinity,
Compass_GWI_UP_413,WaterLevel600A,TDS600A,GWI,UP,AquaTROLL600,A,,,,gw_tds,
Compass_GWI_UP_413,WaterLevel600A,Water_Density600A,GWI,UP,AquaTROLL600,A,,,,gw_density,
Compass_GWI_UP_413,WaterLevel600A,Resistivity600A,GWI,UP,AquaTROLL600,A,,,,gw_resistivity,
Compass_GWI_UP_413,WaterLevel600A,pH600A,GWI,UP,AquaTROLL600,A,,,,gw_ph,
Compass_GWI_UP_413,WaterLevel600A,pH_mV600A,GWI,UP,AquaTROLL600,A,,,,gw_ph_mv,
Compass_GWI_UP_413,WaterLevel600A,pH_ORP600A,GWI,UP,AquaTROLL600,A,,,,gw_ph_orp,
Compass_GWI_UP_413,WaterLevel600A,RDO_concen600A,GWI,UP,AquaTROLL600,A,,,,gw_rdo_conc,
Compass_GWI_UP_413,WaterLevel600A,RDO_perc_sat600A,GWI,UP,AquaTROLL600,A,,,,gw_perc_sat,
Compass_GWI_UP_413,WaterLevel600A,RDO_part_Pressure600A,GWI,UP,AquaTROLL600,A,,,,gw_part_pressure,
Compass_GWI_UP_413,WaterLevel600A,Pressure600A,GWI,UP,AquaTROLL600,A,,,,gw_pressure,
Compass_GWI_UP_413,WaterLevel600A,Depth600A,GWI,UP,AquaTROLL600,A,,,,gw_depth,
Compass_GWI_UP_413,WaterLevel600A,Voltage,GWI,UP,AquaTROLL600,A,,,,gw_voltage,
Compass_GWI_UP_413,WaterLevel600A,Voltage_Ext600A,GWI,UP,AquaTROLL600,A,,,,gw_voltage_ext,
Compass_GWI_UP_413,WaterLevel600A,Battery_Int600A,GWI,UP,AquaTROLL600,A,,,,gw_battery,
,,,,,,,,,,,
Compass_GWI_W_411,ClimaVue50_15min,Format,GWI,W,ClimaVUE50,A,,,,,
Compass_GWI_W_411,ClimaVue50_15min,RECORD,GWI,W,ClimaVUE50,A,,,,,
Compass_GWI_W_411,ClimaVue50_15min,SlrFD_W_Avg,GWI,W,ClimaVUE50,A,,,,wx_slr_fd15,
Compass_GWI_W_411,ClimaVue50_15min,SlrTF_MJ_Tot,GWI,W,ClimaVUE50,A,,,,wx_slr_tf15,
Compass_GWI_W_411,ClimaVue50_15min,Rain_mm_Tot,GWI,W,ClimaVUE50,A,,,,wx_rain15,
Compass_GWI_W_411,ClimaVue50_15min,WS_ms_S_WVT,GWI,W,ClimaVUE50,A,,,,wx_windspeed15,
Compass_GWI_W_411,ClimaVue50_15min,WindDir_D1_WVT,GWI,W,ClimaVUE50,A,,,,wx_winddir15,
Compass_GWI_W_411,ClimaVue50_15min,WindDir_SD1_WVT,GWI,W,ClimaVUE50,A,,,,wx_winddir_sd115,
Compass_GWI_W_411,ClimaVue50_15min,MaxWS_ms_Max,GWI,W,ClimaVUE50,A,,,,wx_maxws15,
Compass_GWI_W_411,ClimaVue50_15min,MaxWS_ms_TMx,GWI,W,ClimaVUE50,A,,,,wx_maxws_tmx15,
Compass_GWI_W_411,ClimaVue50_15min,Invalid_Wind_Tot,GWI,W,ClimaVUE50,A,,,,wx_invalid_wind15,
Compass_GWI_W_411,ClimaVue50_15min,AirT_C_Avg,GWI,W,ClimaVUE50,A,,,,wx_tempavg15,
Compass_GWI_W_411,ClimaVue50_15min,AirT_C_Max,GWI,W,ClimaVUE50,A,,,,wx_tempmax15,
Compass_GWI_W_411,ClimaVue50_15min,AirT_C_TMx,GWI,W,ClimaVUE50,A,,,,wx_temptmx15,
Compass_GWI_W_411,ClimaVue50_15min,AirT_C_Min,GWI,W,ClimaVUE50,A,,,,wx_tempmin15,
Compass_GWI_W_411,ClimaVue50_15min,AirT_C_TMn,GWI,W,ClimaVUE50,A,,,,wx_temptmn15,
Compass_GWI_W_411,ClimaVue50_15min,VP_mbar_Avg,GWI,W,ClimaVUE50,A,,,,wx_vappress15,
Compass_GWI_W_411,ClimaVue50_15min,BP_mbar,GWI,W,ClimaVUE50,A,,,,wx_barpress15,
Compass_GWI_W_411,ClimaVue50_15min,BP_mbar_Max,GWI,W,ClimaVUE50,A,,,,wx_bpmax15,
Compass_GWI_W_411,ClimaVue50_15min,BP_mbar_TMx,GWI,W,ClimaVUE50,A,,,,wx_bptmx15,
Compass_GWI_W_411,ClimaVue50_15min,BP_mbar_Min,GWI,W,ClimaVUE50,A,,,,wx_bpmin15,
Compass_GWI_W_411,ClimaVue50_15min,BP_mbar_TMn,GWI,W,ClimaVUE50,A,,,,wx_bptmn15,
Compass_GWI_W_411,ClimaVue50_15min,RH,GWI,W,ClimaVUE50,A,,,,wx_rh15,
Compass_GWI_W_411,ClimaVue50_15min,RHT_C_Avg,GWI,W,ClimaVUE50,A,,,,wx_rht15,
Compass_GWI_W_411,ClimaVue50_15min,TiltNS_deg_Avg,GWI,W,ClimaVUE50,A,,,,wx_tilt_ns15,
Compass_GWI_W_411,ClimaVue50_15min,TiltWE_deg_Avg,GWI,W,ClimaVUE50,A,,,,wx_tilt_we15,
Compass_GWI_W_411,ClimaVue50_15min,Strikes_Tot,GWI,W,ClimaVUE50,A,,,,wx_strikes15,
Compass_GWI_W_411,ClimaVue50_15min,Dist_km_Min,GWI,W,ClimaVUE50,A,,,,wx_dist_min15,
Compass_GWI_W_411,ClimaVue50_15min,Dist_km_TMn,GWI,W,ClimaVUE50,A,,,,wx_dist_tmn15,
Compass_GWI_W_411,ClimaVue50_15min,PAR_Den_C_Avg,GWI,W,ClimaVUE50,A,,,,wx_par_den15,
Compass_GWI_W_411,ClimaVue50_15min,PAR_Tot_C_Tot,GWI,W,ClimaVUE50,A,,,,wx_par_tot15,
Compass_GWI_W_411,ClimaVue50_15min,CVMeta,GWI,W,ClimaVUE50,A,,,,,
,,,,,,,,,,,
Compass_GWI_W_411,ClimaVue50_24hr,Format,GWI,W,ClimaVUE50,A,,,,,
Compass_GWI_W_411,ClimaVue50_24hr,RECORD,GWI,W,ClimaVUE50,A,,,,,
Compass_GWI_W_411,ClimaVue50_24hr,BattV_Min,GWI,W,ClimaVUE50,A,,,,battery_voltage,
Compass_GWI_W_411,ClimaVue50_24hr,Rain_mm_Tot,GWI,W,ClimaVUE50,A,,,,wx_rain24,
Compass_GWI_W_411,ClimaVue50_24hr,SlrFD_W_Avg,GWI,W,ClimaVUE50,A,,,,wx_slr_fd24,
Compass_GWI_W_411,ClimaVue50_24hr,SlrTF_MJ_Tot,GWI,W,ClimaVUE50,A,,,,wx_slr_tf24,
Compass_GWI_W_411,ClimaVue50_24hr,WS_ms_WVc(1),GWI,W,ClimaVUE50,A,,,,,
Compass_GWI_W_411,ClimaVue50_24hr,WS_ms_WVc(2),GWI,W,ClimaVUE50,A,,,,,
Compass_GWI_W_411,ClimaVue50_24hr,WS_ms_S_WVT,GWI,W,ClimaVUE50,A,,,,wx_winderrors24,
Compass_GWI_W_411,ClimaVue50_24hr,MaxWS_ms_Max,GWI,W,ClimaVUE50,A,,,,wx_maxws24,
Compass_GWI_W_411,ClimaVue50_24hr,MaxWS_ms_TMx,GWI,W,ClimaVUE50,A,,,,wx_maxws_tmx24,
Compass_GWI_W_411,ClimaVue50_24hr,AirT_C_Avg,GWI,W,ClimaVUE50,A,,,,wx_tempavg24,
Compass_GWI_W_411,ClimaVue50_24hr,AirT_C_Max,GWI,W,ClimaVUE50,A,,,,wx_tempmax24,
Compass_GWI_W_411,ClimaVue50_24hr,AirT_C_TMx,GWI,W,ClimaVUE50,A,,,,wx_temptmx24,
Compass_GWI_W_411,ClimaVue50_24hr,AirT_C_Min,GWI,W,ClimaVUE50,A,,,,wx_tempmin24,
Compass_GWI_W_411,ClimaVue50_24hr,AirT_C_TMn,GWI,W,ClimaVUE50,A,,,,wx_temptmn24,
Compass_GWI_W_411,ClimaVue50_24hr,VP_mbar_Avg,GWI,W,ClimaVUE50,A,,,,wx_vappress24,
Compass_GWI_W_411,ClimaVue50_24hr,BP_mbar_Max,GWI,W,ClimaVUE50,A,,,,wx_bpmax24,
Compass_GWI_W_411,ClimaVue50_24hr,BP_mbar_TMx,GWI,W,ClimaVUE50,A,,,,wx_bptmx24,
Compass_GWI_W_411,ClimaVue50_24hr,BP_mbar_Min,GWI,W,ClimaVUE50,A,,,,wx_bpmin24,
